movie,cast,Role
In the Heat of the Night             ,Alan Autry,actor
In the Land of Blood and Honey ,Nikola Djuricko,actor
In the Land of Women ,Elena Anaya,actor
In the Name of the King: A Dungeon Siege Tale ,Mike Dopud,actor
In the Name of the King: The Last Job ,Shelly Varod,actor
In the Shadow of the Moon ,Buzz Aldrin,actor
In the Valley of Elah ,Charlize Theron,actor
In Time ,Olivia Wilde,actor
In Too Deep ,Omar Epps,actor
Incendies ,M?lissa D?sormeaux-Poulin,actor
Inception ,Tom Hardy,actor
Inchon ,Ben Gazzara,actor
Incident at Loch Ness ,Gabriel Beristain,actor
Independence Day ,Adam Baldwin,actor
Independence Day: Resurgence ,Sela Ward,actor
Independence Daysaster ,Keenan Tracey,actor
Indiana Jones and the Kingdom of the Crystal Skull ,Ray Winstone,actor
Indiana Jones and the Last Crusade ,Julian Glover,actor
Indiana Jones and the Temple of Doom ,Amrish Puri,actor
Indie Game: The Movie ,Edmund McMillen,actor
Indignation ,Sarah Gadon,actor
Inescapable ,Bonnie Lee Bouman,actor
Infamous ,Isabella Rossellini,actor
Inglourious Basterds ,Brad Pitt,actor
Inherent Vice ,Katherine Waterston,actor
Ink ,Marty Lindsey,actor
Inkheart ,Stephen Graham,actor
Inside Deep Throat ,Bill Maher,actor
Inside Job ,George W. Bush,actor
Inside Llewyn Davis ,Max Casella,actor
Inside Man ,James Ransone,actor
Inside Out ,Mindy Kaling,actor
Insidious ,Barbara Hershey,actor
Insidious: Chapter 2 ,Barbara Hershey,actor
Insidious: Chapter 3 ,Hayley Kiyoko,actor
Insomnia ,Maura Tierney,actor
Insomnia Manica ,Rai Alexandra,actor
Inspector Gadget ,Rene Auberjonois,actor
Instinct ,Maura Tierney,actor
Instructions Not Included ,Jessica Lindsey,actor
Insurgent ,Theo James,actor
Interstellar ,Anne Hathaway,actor
Interview with the Assassin ,Christel Khalil,actor
Interview with the Vampire: The Vampire Chronicles ,Tom Cruise,actor
Into the Blue ,James Frain,actor
Into the Grizzly Maze ,Michaela McManus,actor
Into the Storm ,Alycia Debnam-Carey,actor
Into the Wild ,William Hurt,actor
Into the Woods ,Meryl Streep,actor
Intolerable Cruelty ,Paul Adelstein,actor
Intolerance: Love's Struggle Throughout the Ages ,Mae Marsh,actor
Invaders from Mars ,Bud Cort,actor
Invasion U.S.A. ,Richard Lynch,actor
Invictus ,Morgan Freeman,actor
Ip Man 3 ,Lynn Hung,actor
Ira & Abby ,Fred Willard,actor
Iraq for Sale: The War Profiteers ,Katy Helvenston-Wettengal,actor
Iris ,Jim Broadbent,actor
Iron Man ,Jeff Bridges,actor
Iron Man 2 ,Scarlett Johansson,actor
Iron Man 3 ,Jon Favreau,actor
Ironclad ,Mackenzie Crook,actor
Irreplaceable ,F?lix Moati,actor
Irreversible ,Albert Dupontel,actor
Ishtar ,Warren Beatty,actor
Isn't She Great ,Nathan Lane,actor
It Follows ,Ruby Harris,actor
It Happened One Night ,Alan Hale,actor
"It's a Mad, Mad, Mad, Mad World ",Sid Caesar,actor
It's a Wonderful Afterlife ,Mark Addy,actor
It's a Wonderful Life ,Lionel Barrymore,actor
It's All Gone Pete Tong ,Neil Maskell,actor
It's Always Sunny in Philadelphia             ,Kaitlin Olson,actor
It's Complicated ,Hunter Parrish,actor
It's Kind of a Funny Story ,Jeremy Davies,actor
J. Edgar ,Naomi Watts,actor
Jab Tak Hai Jaan ,Katrina Kaif,actor
Jack and Jill ,Adam Sandler,actor
Jack Brooks: Monster Slayer ,Daniel Kash,actor
Jack Reacher ,Robert Duvall,actor
Jack Reacher ,Robert Duvall,actor
Jack Ryan: Shadow Recruit ,Nonso Anozie,actor
Jack the Giant Slayer ,Ewen Bremner,actor
Jackass 3D ,Steve-O,actor
Jackass Number Two ,Steve-O,actor
Jackass: The Movie ,Steve-O,actor
Jackie Brown ,Sid Haig,actor
Jade ,Chazz Palminteri,actor
Jakob the Liar ,Mark Margolis,actor
Jane Got a Gun ,Noah Emmerich,actor
Jarhead ,Brian Geraghty,actor
Jason Bourne ,Riz Ahmed,actor
Jason Goes to Hell: The Final Friday ,Leslie Jordan,actor
Jason Lives: Friday the 13th Part VI ,Ron Palillo,actor
Jason X ,Kane Hodder,actor
Jawbreaker ,Judy Greer,actor
Jaws ,Robert Shaw,actor
Jaws 2 ,Murray Hamilton,actor
Jaws: The Revenge ,Mario Van Peebles,actor
Jay and Silent Bob Strike Back ,Shannon Elizabeth,actor
Jeepers Creepers ,Patricia Belcher,actor
Jeepers Creepers II ,Jonathan Breck,actor
"Jeff, Who Lives at Home ",Evan Ross,actor
Jefferson in Paris ,Todd Boyce,actor
Jekyll and Hyde... Together Again ,Tim Thomerson,actor
Jennifer's Body ,Amy Sedaris,actor
Jerry Maguire ,Kelly Preston,actor
Jersey Boys ,Steve Schirripa,actor
Jersey Girl ,Mike Starr,actor
Jesse             ,David DeLuise,actor
Jesus People ,Kate Flannery,actor
Jesus' Son ,Samantha Morton,actor
JFK ,Jay O. Sanders,actor
Jimmy and Judy ,A.J. Buckley,actor
Jimmy Neutron: Boy Genius ,Rob Paulsen,actor
Jindabyne ,Deborra-Lee Furness,actor
Jingle All the Way ,Harvey Korman,actor
Joe ,Tye Sheridan,actor
Joe Dirt ,Erik Per Sullivan,actor
Joe Somebody ,Ken Marino,actor
John Carter ,Samantha Morton,actor
John Q ,Laura Harring,actor
Johnny English ,Natalie Imbruglia,actor
Johnny English Reborn ,Tim McInnerny,actor
Johnny Suede ,Tina Louise,actor
Johnson Family Vacation ,Shannon Elizabeth,actor
Jonah Hex ,Billy Blair,actor
Jonah: A VeggieTales Movie ,Mike Nawrocki,actor
Josie and the Pussycats ,Paulo Costanzo,actor
Journey 2: The Mysterious Island ,Dwayne Johnson,actor
Journey from the Fall ,Kieu Chinh,actor
Journey to Saturn ,Frank Hvam,actor
Journey to the Center of the Earth ,Brendan Fraser,actor
Joy ,Robert De Niro,actor
Joy Ride ,Jessica Bowman,actor
Joyeux Noel ,Dany Boon,actor
Joyful Noise ,Jeremy Jordan,actor
Judgment at Nuremberg ,Montgomery Clift,actor
Julia ,Jane Fonda,actor
Julie & Julia ,Mary Lynn Rajskub,actor
Julija in alfa Romeo ,Spela Colja,actor
Jumper ,Hayden Christensen,actor
Jumping the Broom ,Loretta Devine,actor
Jungle Shuffle ,Tom Arnold,actor
Juno ,Jennifer Garner,actor
Juno ,Jennifer Garner,actor
Jupiter Ascending ,Mila Kunis,actor
Jurassic Park ,Ariana Richards,actor
Jurassic Park III ,Trevor Morgan,actor
Jurassic World ,Judy Greer,actor
Just Go with It ,Bailee Madison,actor
Just Like Heaven ,Ivana Milicevic,actor
Just Looking ,Patti LuPone,actor
Just Married ,David Agranov,actor
Just My Luck ,Carlos Ponce,actor
Just Visiting ,Matt Ross,actor
Just Wright ,Laz Alonso,actor
Justin Bieber: Never Say Never ,Sean Kingston,actor
Juwanna Mann ,Jenifer Lewis,actor
K-19: The Widowmaker ,Christian Camargo,actor
Kabhi Alvida Naa Kehna ,John Abraham,actor
Kama Sutra: A Tale of Love ,Sarita Choudhury,actor
Kangaroo Jack ,Dyan Cannon,actor
Kansas City ,Jennifer Jason Leigh,actor
Karachi se Lahore ,Ayesha Omar,actor
Kate & Leopold ,Natasha Lyonne,actor
Katy Perry: Part of Me ,Ashley Ashida Dixon,actor
Keanu ,Will Forte,actor
Keeping the Faith ,Milos Forman,actor
Keeping Up with the Steins ,Jami Gertz,actor
Kevin Hart: Laugh at My Pain ,Larry King,actor
Kevin Hart: Let Me Explain ,La'Princess Jackson,actor
Khiladi 786 ,Mithun Chakraborty,actor
Khumba ,Steve Buscemi,actor
Kick-Ass ,Deborah Twiss,actor
Kick-Ass 2 ,Donald Faison,actor
Kickboxer: Vengeance ,T.J. Storm,actor
Kicking & Screaming ,Will Ferrell,actor
Kicks ,Natalie Stephany Aguilar,actor
Kids ,Leo Fitzpatrick,actor
Kill Bill: Vol. 1 ,Vivica A. Fox,actor
Kill Bill: Vol. 2 ,Michael Parks,actor
Kill List ,Ben Crompton,actor
Kill the Messenger ,Paz Vega,actor
Killer Elite ,Robert De Niro,actor
Killer Joe ,Scott A. Martin,actor
Killers ,Lisa Ann Walter,actor
Killing Them Softly ,Sam Shepard,actor
Killing Zoe ,Salvator Xuereb,actor
Kindergarten Cop ,Cathy Moriarty,actor
King Kong ,Thomas Kretschmann,actor
King Kong ,Thomas Kretschmann,actor
King Kong ,Thomas Kretschmann,actor
Kingdom of Heaven ,Orlando Bloom,actor
Kingdom of the Spiders ,Hoke Howell,actor
Kingpin ,Lin Shaye,actor
King's Ransom ,Loretta Devine,actor
Kinsey ,Oliver Platt,actor
Kiss Kiss Bang Bang ,Corbin Bernsen,actor
Kiss of Death ,Michael Rapaport,actor
Kiss of the Dragon ,Bridget Fonda,actor
Kiss the Bride ,Amber Benson,actor
Kiss the Girls ,Tony Goldwyn,actor
Kissing Jessica Stein ,Jennifer Westfeldt,actor
Kit Kittredge: An American Girl ,Jane Krakowski,actor
Kites ,Steven Michael Quezada,actor
Knight and Day ,Marc Blucas,actor
Knock Off ,Lela Rochon,actor
Knockaround Guys ,Tom Noonan,actor
Knocked Up ,Martin Starr,actor
Knowing ,Ben Mendelsohn,actor
K-PAX ,Jeff Bridges,actor
Krampus ,Conchata Ferrell,actor
Krrish ,Rekha,actor
Krull ,Alun Armstrong,actor
Krush Groove ,LisaGay Hamilton,actor
Kundun ,Tulku Jamyang Kunga Tenzin,actor
Kung Fu Hustle ,Chi Ling Chiu,actor
Kung Fu Killer ,Charlie Yeung,actor
Kung Fu Panda ,Wayne Knight,actor
Kung Fu Panda 2 ,Gary Oldman,actor
Kung Fu Panda 3 ,Angelina Jolie Pitt,actor
Kung Pow: Enter the Fist ,Simon Rhee,actor
L!fe Happens ,Geoff Stults,actor
L.A. Confidential ,Matt McCoy,actor
L.I.E. ,Bruce Altman,actor
La Bamba ,Rosanna DeSoto,actor
La Famille B lier ,Eric Elmosnino,actor
La otra conquista ,Zaide Silvia Guti?rrez,actor
Labor Day ,Kate Winslet,actor
Ladder 49 ,Jay Hernandez,actor
Lady in the Water ,Freddy Rodr?guez,actor
Lady in White ,Lukas Haas,actor
Lady Vengeance ,Yeong-ae Lee,actor
Ladyhawke ,John Wood,actor
Lage Raho Munna Bhai ,Sanjay Dutt,actor
Lake Mungo ,Rosie Traynor,actor
Lake of Fire ,Pat Buchanan,actor
Lake Placid ,Bridget Fonda,actor
Lakeview Terrace ,Justin Chambers,actor
Land of the Dead ,Shawn Roberts,actor
Land of the Lost ,Anna Friel,actor
Lara Croft Tomb Raider: The Cradle of Life ,Angelina Jolie Pitt,actor
Lara Croft: Tomb Raider ,Noah Taylor,actor
Larry Crowne ,Rob Riggle,actor
Larry the Cable Guy: Health Inspector ,Larry the Cable Guy,actor
Lars and the Real Girl ,Kelli Garner,actor
Last Action Hero ,Tom Noonan,actor
Last Holiday ,Alicia Witt,actor
Last Man Standing             ,Kaitlyn Dever,actor
Last Orders ,Ray Winstone,actor
Last Vegas ,Morgan Freeman,actor
Latter Days ,Rob McElhenney,actor
L'auberge espagnole ,C?cile De France,actor
Law Abiding Citizen ,Leslie Bibb,actor
Lawrence of Arabia ,Jos? Ferrer,actor
Laws of Attraction ,Mike Doyle,actor
Layer Cake ,Sally Hawkins,actor
Le Havre ,Kati Outinen,actor
Leap Year ,Kaitlin Olson,actor
Leatherheads ,Malcolm Goodwin,actor
Leaving Las Vegas ,Valeria Golino,actor
Lee Daniels' The Butler ,David Oyelowo,actor
Left Behind ,Lea Thompson,actor
Left Behind ,Lea Thompson,actor
Legal Eagles ,Debra Winger,actor
Legally Blonde ,Raquel Welch,actor
"Legally Blonde 2: Red, White & Blonde ",Bruce McGill,actor
Legend ,Paul Anderson,actor
Legend of Kung Fu Rabbit ,Tom Arnold,actor
Legend of the Guardians: The Owls of Ga'Hoole ,Richard Roxburgh,actor
Legends of Oz: Dorothy's Return ,Oliver Platt,actor
Legends of the Fall ,Brad Pitt,actor
Legion ,Kate Walsh,actor
Les couloirs du temps: Les visiteurs II ,Philippe Nahon,actor
Les Mis rables ,Eddie Redmayne,actor
Les visiteurs ,Isabelle Nanty,actor
Let Me In ,Dylan Minnette,actor
Lethal Weapon 3 ,Nick Chinlund,actor
Lethal Weapon 4 ,Rene Russo,actor
Let's Be Cops ,Damon Wayans Jr.,actor
Let's Go to Prison ,Chi McBride,actor
Let's Kill Ward's Wife ,Greg Grunberg,actor
Letters from Iwo Jima ,Kazunari Ninomiya,actor
Letters to God ,Michael Bolten,actor
Letters to Juliet ,Marcia DeBonis,actor
Liar Liar ,Swoosie Kurtz,actor
Licence to Kill ,Talisa Soto,actor
License to Wed ,Christine Taylor,actor
Lies in Plain Sight ,Martha Higareda,actor
Life             ,Brent Sexton,actor
Life as a House ,Hayden Christensen,actor
Life During Wartime ,Shirley Henderson,actor
Life of Pi ,Rafe Spall,actor
Life or Something Like It ,Stockard Channing,actor
Lifeforce ,Steve Railsback,actor
Light from the Darkroom ,Steven Michael Quezada,actor
Light It Up ,Vanessa Williams,actor
Light Sleeper ,Jane Adams,actor
Lights Out ,Amiah Miller,actor
Like Crazy ,Charlie Bewley,actor
Like Mike ,Robert Forster,actor
Lilo & Stitch ,Jason Scott Lee,actor
Lilya 4-Ever ,Artyom Bogucharskiy,actor
Lilyhammer             ,Trond Fausa,actor
Limbo ,Casey Siemaszko,actor
Limitless             ,Mary Elizabeth Mastrantonio,actor
Lincoln ,Hal Holbrook,actor
Lion of the Desert ,Rod Steiger,actor
Lions for Lambs ,Tom Cruise,actor
Lisa Picard Is Famous ,Fisher Stevens,actor
Listening ,Kalim Chandler,actor
Little Big Top ,Jacob Zachar,actor
Little Black Book ,Kevin Sussman,actor
Little Boy ,Cary-Hiroyuki Tagawa,actor
Little Children ,Noah Emmerich,actor
Little Fockers ,Blythe Danner,actor
Little Miss Sunshine ,Steven Christopher Parker,actor
Little Nicholas ,Sandrine Kiberlain,actor
Little Nicky ,Jon Lovitz,actor
Little Shop of Horrors ,Jim Belushi,actor
Little Voice ,Annette Badland,actor
Little White Lies ,Beno?t Magimel,actor
Little Women ,Kirsten Dunst,actor
Littleman ,Brittany Daniel,actor
Live and Let Die ,Geoffrey Holder,actor
Live Free or Die Hard ,Jonathan Sadowski,actor
Live-In Maid ,Hilda Bernard,actor
Living Dark: The Story of Ted the Caver ,Chris Cleveland,actor
Living Out Loud ,Eddie Cibrian,actor
Loaded Weapon 1 ,Lin Shaye,actor
"Lock, Stock and Two Smoking Barrels ",Jason Flemyng,actor
Locker 13 ,Ricky Schroder,actor
Lockout ,Vincent Regan,actor
Logan's Run ,Jenny Agutter,actor
LOL ,Lina Esco,actor
Lolita ,Shelley Winters,actor
Lolita ,Shelley Winters,actor
London ,Chris Evans,actor
London Has Fallen ,Radha Mitchell,actor
London to Brighton ,Johnny Harris,actor
Lone Star ,Clifton James,actor
Lone Survivor ,Scott Elrod,actor
Lone Wolf McQuade ,William Sanderson,actor
Lonesome Jim ,Seymour Cassel,actor
Looney Tunes: Back in Action ,Jenna Elfman,actor
Looper ,Bruce Willis,actor
Loose Cannons ,Alessandro Preziosi,actor
Lord of War ,Jeremy Crutchley,actor
Lords of Dogtown ,Michael Angarano,actor
Lords of London ,Joe Egan,actor
Loser ,Robert Miano,actor
Losin' It ,Shelley Long,actor
Lost in Space ,William Hurt,actor
Lost in Translation ,Bill Murray,actor
Lost Souls ,Bob Clendenin,actor
Lottery Ticket ,Loretta Devine,actor
Love & Basketball ,Sanaa Lathan,actor
Love & Other Drugs ,Anne Hathaway,actor
Love Actually ,Liam Neeson,actor
Love and Death on Long Island ,Maury Chaykin,actor
Love and Other Catastrophes ,Frances O'Connor,actor
Love Happens ,Sasha Alexander,actor
Love in the Time of Cholera ,Giovanna Mezzogiorno,actor
Love in the Time of Monsters ,Paul Elia,actor
Love Jones ,Nia Long,actor
Love Letters ,Sally Kirkland,actor
Love Me Tender ,Neville Brand,actor
Love Ranch ,Bai Ling,actor
Love Stinks ,Tyra Banks,actor
Love the Coopers ,Alex Borstein,actor
Lovely & Amazing ,Brenda Blethyn,actor
"Lovely, Still ",Ellen Burstyn,actor
Love's Abiding Joy ,Kevin Gage,actor
Lovesick             ,Johnny Flynn,actor
Loving Annabelle ,Kevin McCarthy,actor
Lucky Break ,Olivia Williams,actor
Lucky Number Slevin ,Morgan Freeman,actor
Lucky Number Slevin ,Morgan Freeman,actor
Lucky Numbers ,Michael Moore,actor
Lucky You ,Robert Duvall,actor
Lucy ,Morgan Freeman,actor
Luminarias ,Lupe Ontiveros,actor
Luther             ,Indira Varma,actor
M*A*S*H             ,Jamie Farr,actor
MacGruber ,Will Forte,actor
Machete ,Don Johnson,actor
Machete Kills ,Demi?n Bichir,actor
Machine Gun McCain ,Gena Rowlands,actor
Machine Gun Preacher ,Madeline Carroll,actor
Mad City ,Blythe Danner,actor
Mad Hot Ballroom ,Eva Carrozza,actor
Mad Max ,Steve Bisley,actor
Mad Max 2: The Road Warrior ,Bruce Spence,actor
Mad Max Beyond Thunderdome ,Bruce Spence,actor
Mad Max: Fury Road ,Charlize Theron,actor
Mad Money ,Ted Danson,actor
Madadayo ,Tetsu Watanabe,actor
Madagascar ,Cedric the Entertainer,actor
Madagascar 3: Europe's Most Wanted ,Martin Short,actor
Madagascar: Escape 2 Africa ,Jada Pinkett Smith,actor
Made ,Faizon Love,actor
Made in Dagenham ,Robbie Kay,actor
Made of Honor ,Beau Garrett,actor
Madea Goes to Jail ,Keshia Knight Pulliam,actor
Madea's Family Reunion ,Cicely Tyson,actor
Madea's Witness Protection ,Tom Arnold,actor
Madison ,Jake Lloyd,actor
Maggie ,J.D. Evermore,actor
Magic Mike ,Alex Pettyfer,actor
Magic Mike XXL ,Channing Tatum,actor
Magnolia ,Neil Flynn,actor
Maid in Manhattan ,Frances Conroy,actor
Major Dundee ,Slim Pickens,actor
Major League ,Tom Berenger,actor
Malcolm X ,Delroy Lindo,actor
Maleficent ,Sharlto Copley,actor
Malevolence ,Stevan Mena,actor
Malibu's Most Wanted ,Regina Hall,actor
Mallrats ,Jason Mewes,actor
Malone ,Tracey Walter,actor
Mama ,Megan Charpentier,actor
Mambo Italiano ,Luke Kirby,actor
Mamma Mia! ,Meryl Streep,actor
Man of Steel ,Christopher Meloni,actor
Man of the House ,Vanessa Ferlito,actor
Man of the Year ,Tina Fey,actor
Man on a Ledge ,Mandy Gonzalez,actor
Man on Fire ,Radha Mitchell,actor
Man on the Moon ,Gerry Becker,actor
Man on Wire ,Philippe Petit,actor
Mandela: Long Walk to Freedom ,Fana Mokoena,actor
Manderlay ,Jeremy Davies,actor
Maniac ,Nora Arnezeder,actor
Manito ,Panchito G?mez,actor
Mao's Last Dancer ,Suzie Steen,actor
March of the Penguins ,Sofie Gr?b?l,actor
March or Die ,Terence Hill,actor
Marci X ,Jane Krakowski,actor
Margaret ,Kieran Culkin,actor
Margin Call ,Demi Moore,actor
Maria Full of Grace ,Wilson Guerrero,actor
Marie Antoinette ,Shirley Henderson,actor
Marilyn Hotchkiss' Ballroom Dancing and Charm School ,Elden Henson,actor
Marley & Me ,Kathleen Turner,actor
Marmaduke ,Judy Greer,actor
Married Life ,Erin Boyes,actor
Mars Attacks! ,Martin Short,actor
Mars Needs Moms ,Dan Fogler,actor
Martha Marcy May Marlene ,Julia Garner,actor
Martian Child ,Richard Schiff,actor
Martin Lawrence Live: Runteldat ,Mikki Padilla,actor
Marvin's Room ,Robert De Niro,actor
Mary Poppins ,Glynis Johns,actor
Mary Reilly ,Bronagh Gallagher,actor
Masked and Anonymous ,Cheech Marin,actor
Master and Commander: The Far Side of the World ,Lee Ingleby,actor
Match Point ,Mark Gatiss,actor
Maurice ,Denholm Elliott,actor
Max ,Joseph Julian Soria,actor
Max Keeble's Big Move ,Amber Valletta,actor
Max Payne ,Beau Bridges,actor
Maximum Risk ,Zach Grenier,actor
May ,Will Estes,actor
"McFarland, USA ",Valente Rodriguez,actor
McHale's Navy             ,Gavin MacLeod,actor
Me and Orson Welles ,Aidan McArdle,actor
Me and You and Everyone We Know ,Brad William Henke,actor
Me Before You ,Emilia Clarke,actor
Me You and Five Bucks ,Jaime Zevallos,actor
"Me, Myself & Irene ",Tony Cox,actor
Mean Creek ,Scott Mechlowicz,actor
Mean Girls ,Amy Poehler,actor
Mean Machine ,Jason Flemyng,actor
Mean Streets ,David Carradine,actor
Medicine Man ,Jos? Wilker,actor
Meek's Cutoff ,Zoe Kazan,actor
Meet Dave ,Mike O'Malley,actor
Meet Joe Black ,Brad Pitt,actor
Meet the Browns             ,David Mann,actor
Meet the Deedles ,M.C. Gainey,actor
Meet the Fockers ,Blythe Danner,actor
Meet the Parents ,Blythe Danner,actor
Meet the Spartans ,Diedrich Bader,actor
Megaforce ,Michael Beck,actor
Megamind ,Brad Pitt,actor
Megiddo: The Omega Code 2 ,Udo Kier,actor
Melancholia ,Kirsten Dunst,actor
Memento ,Thomas Lennon,actor
Memoirs of a Geisha ,Mako,actor
Memoirs of an Invisible Man ,Michael McKean,actor
Men in Black ,Rip Torn,actor
Men in Black 3 ,Michael Stuhlbarg,actor
Men in Black II ,Rosario Dawson,actor
Men of Honor ,Charlize Theron,actor
Men of War ,Kevin Tighe,actor
Men with Brooms ,Paul Gross,actor
Menace II Society ,Larenz Tate,actor
Mercury Rising ,Miko Hughes,actor
Mercury Rising ,Miko Hughes,actor
Mercy Streets ,David A.R. White,actor
Message in a Bottle ,John Savage,actor
Metallica Through the Never ,Mackenzie Gray,actor
Meteor ,Karl Malden,actor
Metropolis ,Gustav Fr?hlich,actor
Metropolitan ,Taylor Nichols,actor
Mi America ,Arturo Castro,actor
Miami Vice             ,Philip Michael Thomas,actor
Michael Clayton ,Denis O'Hare,actor
Michael Collins ,Liam Neeson,actor
Michael Jordan to the Max ,Michael Jordan,actor
Mickey Blue Eyes ,Burt Young,actor
Micmacs ,Dany Boon,actor
Middle of Nowhere ,David Oyelowo,actor
Midnight Cabaret ,Wilhelm von Homburg,actor
Midnight Cowboy ,Barnard Hughes,actor
Midnight in Paris ,Audrey Fleurot,actor
Midnight in the Garden of Good and Evil ,Bob Gunton,actor
