movie,cast,Role
Instinct ,John Ashton,actor
Instructions Not Included ,Hugo Stiglitz,actor
Insurgent ,Mekhi Phifer,actor
Interstellar ,Mackenzie Foy,actor
Interview with the Assassin ,Renee Faia,actor
Interview with the Vampire: The Vampire Chronicles ,Kirsten Dunst,actor
Into the Blue ,Ashley Scott,actor
Into the Grizzly Maze ,Luisa D'Oliveira,actor
Into the Storm ,Scott Lawrence,actor
Into the Wild ,Hal Holbrook,actor
Into the Woods ,Anna Kendrick,actor
Intolerable Cruelty ,Julia Duffy,actor
Intolerance: Love's Struggle Throughout the Ages ,Walter Long,actor
Invaders from Mars ,William Bassett,actor
Invasion U.S.A. ,Eddie Jones,actor
Invictus ,Leleti Khumalo,actor
Ip Man 3 ,Kwok-Kwan Chan,actor
Ira & Abby ,Kevin Sussman,actor
Iraq for Sale: The War Profiteers ,Donna Zovko,actor
Iris ,Kris Marshall,actor
Iron Man ,Jon Favreau,actor
Iron Man 2 ,Jon Favreau,actor
Iron Man 3 ,Don Cheadle,actor
Ironclad ,Derek Jacobi,actor
Irreplaceable ,Marianne Denicourt,actor
Irreversible ,Jo Prestia,actor
Ishtar ,Isabelle Adjani,actor
Isn't She Great ,John Larroquette,actor
It Follows ,Jake Weary,actor
It Happened One Night ,Walter Connolly,actor
"It's a Mad, Mad, Mad, Mad World ",Spencer Tracy,actor
It's a Wonderful Afterlife ,Shabana Azmi,actor
It's a Wonderful Life ,Thomas Mitchell,actor
It's All Gone Pete Tong ,Kate Magowan,actor
It's Always Sunny in Philadelphia             ,Glenn Howerton,actor
It's Complicated ,Zoe Kazan,actor
It's Kind of a Funny Story ,Jim Gaffigan,actor
J. Edgar ,Kaitlyn Dever,actor
Jab Tak Hai Jaan ,Vic Waghorn,actor
Jack and Jill ,Tim Meadows,actor
Jack Brooks: Monster Slayer ,Stefanie Drummond,actor
Jack Reacher ,David Oyelowo,actor
Jack Reacher ,David Oyelowo,actor
Jack Ryan: Shadow Recruit ,Gemma Chan,actor
Jack the Giant Slayer ,Ralph Brown,actor
Jackass 3D ,Chris Pontius,actor
Jackass Number Two ,Chris Pontius,actor
Jackass: The Movie ,Chris Pontius,actor
Jackie Brown ,Robert Forster,actor
Jade ,Linda Fiorentino,actor
Jakob the Liar ,Michael Jeter,actor
Jane Got a Gun ,Boyd Holbrook,actor
Jarhead ,James Morrison,actor
Jason Bourne ,Ato Essandoh,actor
Jason Goes to Hell: The Final Friday ,Erin Gray,actor
Jason Lives: Friday the 13th Part VI ,Vincent Guastaferro,actor
Jason X ,Lexa Doig,actor
Jawbreaker ,Jeff Conaway,actor
Jaws ,Murray Hamilton,actor
Jaws 2 ,Joseph Mascolo,actor
Jaws: The Revenge ,Lynn Whitfield,actor
Jay and Silent Bob Strike Back ,Jason Mewes,actor
Jeepers Creepers ,Jonathan Breck,actor
Jeepers Creepers II ,Billy Aaron Brown,actor
"Jeff, Who Lives at Home ",Rae Dawn Chong,actor
Jefferson in Paris ,Nigel Whitmey,actor
Jekyll and Hyde... Together Again ,Bess Armstrong,actor
Jennifer's Body ,Cynthia Stevenson,actor
Jerry Maguire ,Bonnie Hunt,actor
Jersey Boys ,Scott Vance,actor
Jersey Girl ,George Carlin,actor
Jesse             ,Bruno Campos,actor
Jesus People ,Tim Bagley,actor
Jesus' Son ,Mark Webber,actor
JFK ,Cheryl Penland,actor
Jimmy and Judy ,James Eckhouse,actor
Jimmy Neutron: Boy Genius ,Andrea Martin,actor
Jindabyne ,Max Cullen,actor
Jingle All the Way ,Jake Lloyd,actor
Joe ,Ronnie Gene Blevins,actor
Joe Dirt ,Fred Ward,actor
Joe Somebody ,Kelly Lynch,actor
John Carter ,Polly Walker,actor
John Q ,Anne Heche,actor
Johnny English ,Ben Miller,actor
Johnny English Reborn ,Togo Igawa,actor
Johnny Suede ,Nick Cave,actor
Johnson Family Vacation ,Shad Moss,actor
Jonah Hex ,Julia Jones,actor
Jonah: A VeggieTales Movie ,Shelby Vischer,actor
Josie and the Pussycats ,Aries Spears,actor
Journey 2: The Mysterious Island ,Kristin Davis,actor
Journey from the Fall ,Cat Ly,actor
Journey to Saturn ,Casper Christensen,actor
Journey to the Center of the Earth ,Anita Briem,actor
Joy ,Bradley Cooper,actor
Joy Ride ,Dell Yount,actor
Joyeux Noel ,Ian Richardson,actor
Joyful Noise ,Jesse L. Martin,actor
Judgment at Nuremberg ,Spencer Tracy,actor
Julia ,Vanessa Redgrave,actor
Julie & Julia ,Vanessa Ferlito,actor
Julija in alfa Romeo ,Andrej Nahtigal,actor
Jumper ,Tom Hulce,actor
Jumping the Broom ,Laz Alonso,actor
Jungle Shuffle ,Amanda Troop,actor
Juno ,Rainn Wilson,actor
Juno ,Rainn Wilson,actor
Jupiter Ascending ,Eddie Redmayne,actor
Jurassic Park ,Bob Peck,actor
Jurassic Park III ,Alessandro Nivola,actor
Jurassic World ,Omar Sy,actor
Just Go with It ,Kevin Nealon,actor
Just Like Heaven ,Willie Garson,actor
Just Looking ,Peter Onorati,actor
Just Married ,David Moscow,actor
Just My Luck ,Faizon Love,actor
Just Visiting ,John Aylward,actor
Just Wright ,Mehcad Brooks,actor
Justin Bieber: Never Say Never ,Boys II Men,actor
Juwanna Mann ,Kevin Pollak,actor
K-19: The Widowmaker ,Lex Shrapnel,actor
Kabhi Alvida Naa Kehna ,Preity Zinta,actor
Kama Sutra: A Tale of Love ,Rekha,actor
Kangaroo Jack ,Bill Hunter,actor
Kansas City ,Miranda Richardson,actor
Karachi se Lahore ,Javed Sheikh,actor
Kate & Leopold ,Bradley Whitford,actor
Katy Perry: Part of Me ,Anthony Burrell,actor
Keanu ,Keegan-Michael Key,actor
Keeping the Faith ,Anne Bancroft,actor
Keeping Up with the Steins ,Carter Jenkins,actor
Kevin Hart: Laugh at My Pain ,Jeanette Branch,actor
Kevin Hart: Let Me Explain ,Dana Hanna,actor
Khiladi 786 ,Johnny Lever,actor
Khumba ,Loretta Devine,actor
Kick-Ass ,Michael Rispoli,actor
Kick-Ass 2 ,Augustus Prew,actor
Kickboxer: Vengeance ,Sam Medina,actor
Kicking & Screaming ,Robert Duvall,actor
Kicks ,Justin Hall,actor
Kids ,Justin Pierce,actor
Kill Bill: Vol. 1 ,Chiaki Kuriyama,actor
Kill Bill: Vol. 2 ,Michael Bowen,actor
Kill List ,Neil Maskell,actor
Kill the Messenger ,Robert Pralgo,actor
Killer Elite ,Ben Mendelsohn,actor
Killer Joe ,Carol Sutton,actor
Killers ,Catherine O'Hara,actor
Killing Them Softly ,Ben Mendelsohn,actor
Killing Zoe ,Jean-Hugues Anglade,actor
Kindergarten Cop ,Penelope Ann Miller,actor
King Kong ,Evan Parke,actor
King Kong ,Evan Parke,actor
King Kong ,Evan Parke,actor
Kingdom of Heaven ,Philip Glenister,actor
Kingdom of the Spiders ,Tiffany Bolling,actor
Kingpin ,Richard Tyson,actor
King's Ransom ,Regina Hall,actor
Kinsey ,Dylan Baker,actor
Kiss Kiss Bang Bang ,Larry Miller,actor
Kiss of Death ,Philip Baker Hall,actor
Kiss of the Dragon ,Max Ryan,actor
Kiss the Bride ,Garrett M. Brown,actor
Kiss the Girls ,Tatyana Ali,actor
Kissing Jessica Stein ,Brian Stepanek,actor
Kit Kittredge: An American Girl ,Willow Smith,actor
Kites ,Kabir Bedi,actor
Knight and Day ,Jordi Moll?,actor
Knock Off ,Ray Nicholas,actor
Knockaround Guys ,Kevin Gage,actor
Knocked Up ,Charlyne Yi,actor
Knowing ,Chandler Canterbury,actor
K-PAX ,Alfre Woodard,actor
Krampus ,Allison Tolman,actor
Krrish ,Sharat Saxena,actor
Krull ,Lysette Anthony,actor
Krush Groove ,Bobby Brown,actor
Kundun ,Tencho Gyalpo,actor
Kung Fu Hustle ,Qiu Yuen,actor
Kung Fu Killer ,Wai-Keung Lau,actor
Kung Fu Panda ,Dan Fogler,actor
Kung Fu Panda 2 ,Mike Bell,actor
Kung Fu Panda 3 ,Wayne Knight,actor
Kung Pow: Enter the Fist ,Jennifer Tung,actor
L!fe Happens ,Kristen Johnston,actor
L.A. Confidential ,Paul Guilfoyle,actor
L.I.E. ,Walter Masterson,actor
La Bamba ,Danielle von Zerneck,actor
La Famille B lier ,Fran?ois Damiens,actor
La otra conquista ,Dami?n Delgado,actor
Labor Day ,Brooke Smith,actor
Ladder 49 ,Jacinda Barrett,actor
Lady in the Water ,Bob Balaban,actor
Lady in White ,Katherine Helmond,actor
Lady Vengeance ,Hye-jeong Kang,actor
Ladyhawke ,Leo McKern,actor
Lage Raho Munna Bhai ,Jimmy Shergill,actor
Lake Mungo ,Martin Sharpe,actor
Lake of Fire ,Bill Baird,actor
Lake Placid ,Ty Olsson,actor
Lakeview Terrace ,Robert Pine,actor
Land of the Dead ,Pedro Miguel Arce,actor
Land of the Lost ,Bobb'e J. Thompson,actor
Lara Croft Tomb Raider: The Cradle of Life ,Djimon Hounsou,actor
Lara Croft: Tomb Raider ,Chris Barrie,actor
Larry Crowne ,Randall Park,actor
Larry the Cable Guy: Health Inspector ,Megyn Price,actor
Lars and the Real Girl ,Paul Schneider,actor
Last Action Hero ,Joan Plowright,actor
Last Holiday ,Timothy Hutton,actor
Last Man Standing             ,Nancy Travis,actor
Last Orders ,JJ Feild,actor
Last Vegas ,Romany Malco,actor
Latter Days ,Jacqueline Bisset,actor
L'auberge espagnole ,Iddo Goldberg,actor
Law Abiding Citizen ,Michael Kelly,actor
Lawrence of Arabia ,Jack Hawkins,actor
Laws of Attraction ,Nora Dunn,actor
Layer Cake ,Jamie Foreman,actor
Le Havre ,Jean-Pierre Darroussin,actor
Leap Year ,Dominique McElligott,actor
Leatherheads ,Matt Bushell,actor
Leaving Las Vegas ,Julian Sands,actor
Lee Daniels' The Butler ,Vanessa Redgrave,actor
Left Behind ,Quinton Aaron,actor
Left Behind ,Quinton Aaron,actor
Legal Eagles ,Roscoe Lee Browne,actor
Legally Blonde ,Alanna Ubach,actor
"Legally Blonde 2: Red, White & Blonde ",Bob Newhart,actor
Legend ,Tara Fitzgerald,actor
Legend of Kung Fu Rabbit ,Rebecca Black,actor
Legend of the Guardians: The Owls of Ga'Hoole ,Anthony LaPaglia,actor
Legends of Oz: Dorothy's Return ,Jim Belushi,actor
Legends of the Fall ,Julia Ormond,actor
Legion ,Charles S. Dutton,actor
Les couloirs du temps: Les visiteurs II ,Marie-Anne Chazel,actor
Les Mis rables ,Anne Hathaway,actor
Les visiteurs ,Val?rie Lemercier,actor
Let Me In ,Kodi Smit-McPhee,actor
Lethal Weapon 3 ,Stuart Wilson,actor
Lethal Weapon 4 ,Darlene Love,actor
Let's Be Cops ,James D'Arcy,actor
Let's Go to Prison ,Amy Hill,actor
Let's Kill Ward's Wife ,Dagmara Dominczyk,actor
Letters from Iwo Jima ,Shid? Nakamura,actor
Letters to God ,Christopher Schmidt,actor
Letters to Juliet ,Luisa Ranieri,actor
Liar Liar ,Randall 'Tex' Cobb,actor
Licence to Kill ,Anthony Zerbe,actor
License to Wed ,Mindy Kaling,actor
Lies in Plain Sight ,Cheyenne Haynes,actor
Life             ,Damian Lewis,actor
Life as a House ,Kristin Scott Thomas,actor
Life During Wartime ,Charlotte Rampling,actor
Life of Pi ,Tabu,actor
Life or Something Like It ,James Gammon,actor
Lifeforce ,Peter Firth,actor
Light from the Darkroom ,Lymari Nadal,actor
Light It Up ,Robert Ri'chard,actor
Light Sleeper ,David Clennon,actor
Lights Out ,Gabriel Bateman,actor
Like Crazy ,Finola Hughes,actor
Like Mike ,Anne Meara,actor
Lilo & Stitch ,David Ogden Stiers,actor
Lilya 4-Ever ,Lyubov Agapova,actor
Lilyhammer             ,Tommy Karlsen,actor
Limbo ,Vanessa Martinez,actor
Limitless             ,Jake McDorman,actor
Lincoln ,Bruce McGill,actor
Lion of the Desert ,John Gielgud,actor
Lions for Lambs ,Andrew Garfield,actor
Lisa Picard Is Famous ,Melissa Gilbert,actor
Listening ,Amber Marie Bollinger,actor
Little Big Top ,Travis Betz,actor
Little Black Book ,Dave Annable,actor
Little Boy ,Michael Rapaport,actor
Little Children ,Jane Adams,actor
Little Fockers ,Teri Polo,actor
Little Miss Sunshine ,Jill Talley,actor
Little Nicholas ,Kad Merad,actor
Little Nicky ,Michael McKean,actor
Little Shop of Horrors ,Tisha Campbell-Martin,actor
Little Voice ,Brenda Blethyn,actor
Little White Lies ,Gilles Lellouche,actor
Little Women ,Eric Stoltz,actor
Littleman ,John Witherspoon,actor
Live and Let Die ,Clifton James,actor
Live Free or Die Hard ,Cyril Raffaelli,actor
Live-In Maid ,Claudia Lapac?,actor
Living Dark: The Story of Ted the Caver ,Circus-Szalewski,actor
Living Out Loud ,Jenette Goldstein,actor
Loaded Weapon 1 ,Bill Nunn,actor
"Lock, Stock and Two Smoking Barrels ",Dexter Fletcher,actor
Locker 13 ,Jon Polito,actor
Lockout ,Jacky Ido,actor
Logan's Run ,Peter Ustinov,actor
LOL ,Alix Freihage,actor
Lolita ,Lois Maxwell,actor
Lolita ,Lois Maxwell,actor
London ,Dane Cook,actor
London Has Fallen ,Julian Kostov,actor
London to Brighton ,Georgia Groome,actor
Lone Star ,Miriam Colon,actor
Lone Survivor ,Dan Bilzerian,actor
Lone Wolf McQuade ,Robert Beltran,actor
Lonesome Jim ,Mary Kay Place,actor
Looney Tunes: Back in Action ,Heather Locklear,actor
Looper ,Tracie Thoms,actor
Loose Cannons ,Lunetta Savino,actor
Lord of War ,Jared Burke,actor
Lords of Dogtown ,Rebecca De Mornay,actor
Lords of London ,Glen Murphy,actor
Loser ,Zak Orth,actor
Losin' It ,Rick Rossovich,actor
Lost in Space ,June Lockhart,actor
Lost in Translation ,Catherine Lambert,actor
Lost Souls ,Ben Chaplin,actor
Lottery Ticket ,Shad Moss,actor
Love & Basketball ,Omar Epps,actor
Love & Other Drugs ,Judy Greer,actor
Love Actually ,Kris Marshall,actor
Love and Death on Long Island ,Danny Webb,actor
Love and Other Catastrophes ,Matt Day,actor
Love Happens ,Frances Conroy,actor
Love in the Time of Cholera ,Unax Ugalde,actor
Love in the Time of Monsters ,Alex Sanborn,actor
Love Jones ,Larenz Tate,actor
Love Letters ,Amy Madigan,actor
Love Me Tender ,Debra Paget,actor
Love Ranch ,Gil Birmingham,actor
Love Stinks ,Bridgette Wilson-Sampras,actor
Love the Coopers ,Timoth?e Chalamet,actor
Lovely & Amazing ,Raven Goodwin,actor
"Lovely, Still ",Martin Landau,actor
Love's Abiding Joy ,Brianna Brown,actor
Lovesick             ,Hannah Britland,actor
Loving Annabelle ,Laura Breckenridge,actor
Lucky Break ,Peter McNamara,actor
Lucky Number Slevin ,Dorian Missick,actor
Lucky Number Slevin ,Dorian Missick,actor
Lucky Numbers ,Richard Schiff,actor
Lucky You ,Kelvin Han Yee,actor
Lucy ,Amr Waked,actor
Luminarias ,Robert Beltran,actor
Luther             ,Warren Brown,actor
M*A*S*H             ,Mike Farrell,actor
MacGruber ,Powers Boothe,actor
Machete ,Cheech Marin,actor
Machete Kills ,Marko Zaror,actor
Machine Gun McCain ,Britt Ekland,actor
Machine Gun Preacher ,Kathy Baker,actor
Mad City ,William Atherton,actor
Mad Hot Ballroom ,Paul Daggett,actor
Mad Max ,Joanne Samuel,actor
Mad Max 2: The Road Warrior ,Kjell Nilsson,actor
Mad Max Beyond Thunderdome ,Angelo Rossitto,actor
Mad Max: Fury Road ,Zo? Kravitz,actor
Mad Money ,Roger Cross,actor
Madadayo ,Akira Terao,actor
Madagascar ,Andy Richter,actor
Madagascar 3: Europe's Most Wanted ,Cedric the Entertainer,actor
Madagascar: Escape 2 Africa ,Cedric the Entertainer,actor
Made ,Jonathan Silverman,actor
Made in Dagenham ,Sally Hawkins,actor
Made of Honor ,Kevin Sussman,actor
Madea Goes to Jail ,Derek Luke,actor
Madea's Family Reunion ,Blair Underwood,actor
Madea's Witness Protection ,Romeo Miller,actor
Madison ,William Shockley,actor
Maggie ,David A Cole,actor
Magic Mike ,Matthew McConaughey,actor
Magic Mike XXL ,Kevin Nash,actor
Magnolia ,Jim Meskimen,actor
Maid in Manhattan ,Natasha Richardson,actor
Major Dundee ,Warren Oates,actor
Major League ,Rene Russo,actor
Malcolm X ,Al Freeman Jr.,actor
Maleficent ,Sam Riley,actor
Malevolence ,Richard Glover,actor
Malibu's Most Wanted ,Blair Underwood,actor
Mallrats ,Joey Lauren Adams,actor
Malone ,Dennis Burkley,actor
Mama ,Isabelle N?lisse,actor
Mambo Italiano ,Claudia Ferri,actor
Mamma Mia! ,Julie Walters,actor
Man of Steel ,Harry Lennix,actor
Man of the House ,Kelli Garner,actor
Man of the Year ,Amy Poehler,actor
Man on a Ledge ,J. Smith-Cameron,actor
Man on Fire ,Giancarlo Giannini,actor
Man on the Moon ,Tom Dreesen,actor
Man on Wire ,Jean-Louis Blondeau,actor
Mandela: Long Walk to Freedom ,Tony Kgoroge,actor
Manderlay ,Jean-Marc Barr,actor
Maniac ,Liane Balaban,actor
Manito ,Casper Martinez,actor
Mao's Last Dancer ,Aden Young,actor
March of the Penguins ,Romane Bohringer,actor
March or Die ,Jack O'Halloran,actor
Marci X ,Paula Garc?s,actor
Margaret ,John Gallagher Jr.,actor
Margin Call ,Ashley Williams,actor
Maria Full of Grace ,Yenny Paola Vega,actor
Marie Antoinette ,Rip Torn,actor
Marilyn Hotchkiss' Ballroom Dancing and Charm School ,Michael Bower,actor
Marley & Me ,Haley Bennett,actor
Marmaduke ,Steve Coogan,actor
Married Life ,Timothy Webber,actor
Mars Attacks! ,Lukas Haas,actor
Mars Needs Moms ,Tom Everett Scott,actor
Martha Marcy May Marlene ,Brady Corbet,actor
Martian Child ,Sophie Okonedo,actor
Martin Lawrence Live: Runteldat ,Dayna Devon,actor
Marvin's Room ,Meryl Streep,actor
Mary Poppins ,Elsa Lanchester,actor
Mary Reilly ,George Cole,actor
Masked and Anonymous ,Bruce Dern,actor
Master and Commander: The Far Side of the World ,David Threlfall,actor
Match Point ,Penelope Wilton,actor
Maurice ,Simon Callow,actor
Max ,Edgar Arreola,actor
Max Keeble's Big Move ,Larry Miller,actor
Max Payne ,Jamie Hector,actor
Maximum Risk ,Paul Ben-Victor,actor
May ,Nora Zehetner,actor
"McFarland, USA ",Diana Maria Riva,actor
McHale's Navy             ,Bob Hastings,actor
Me and Orson Welles ,James Tupper,actor
Me and You and Everyone We Know ,Miranda July,actor
Me Before You ,Brendan Coyle,actor
Me You and Five Bucks ,Michael Elian,actor
"Me, Myself & Irene ",Rob Moran,actor
Mean Creek ,Trevor Morgan,actor
Mean Girls ,Neil Flynn,actor
Mean Machine ,Danny Dyer,actor
Mean Streets ,David Proval,actor
Medicine Man ,Sean Connery,actor
Meek's Cutoff ,Shirley Henderson,actor
Meet Dave ,Shawn Christian,actor
Meet Joe Black ,Jake Weber,actor
Meet the Browns             ,Denise Boutte,actor
Meet the Deedles ,A.J. Langer,actor
Meet the Fockers ,Teri Polo,actor
Meet the Parents ,Teri Polo,actor
Meet the Spartans ,Method Man,actor
Megaforce ,Henry Silva,actor
Megamind ,Will Ferrell,actor
Megiddo: The Omega Code 2 ,Franco Nero,actor
Melancholia ,Charlotte Rampling,actor
Memento ,Jorja Fox,actor
Memoirs of a Geisha ,Karl Yune,actor
Memoirs of an Invisible Man ,Patricia Heaton,actor
Men in Black ,Linda Fiorentino,actor
Men in Black 3 ,Nicole Scherzinger,actor
Men in Black II ,Rip Torn,actor
Men of Honor ,Michael Rapaport,actor
Men of War ,Tim Guinee,actor
Men with Brooms ,Kari Matchett,actor
Menace II Society ,Khandi Alexander,actor
Mercury Rising ,Carrie Preston,actor
Mercury Rising ,Carrie Preston,actor
Mercy Streets ,Cynthia Watros,actor
Message in a Bottle ,Raphael Sbarge,actor
Metallica Through the Never ,Lars Ulrich,actor
Meteor ,Brian Keith,actor
Metropolis ,Rudolf Klein-Rogge,actor
Metropolitan ,Ellia Thompson,actor
Mi America ,Brad Lee Wind,actor
Miami Vice             ,John Diehl,actor
Michael Clayton ,Sydney Pollack,actor
Michael Collins ,Julia Roberts,actor
Michael Jordan to the Max ,Bob Costas,actor
Mickey Blue Eyes ,Vincent Pastore,actor
Micmacs ,Andr? Dussollier,actor
Middle of Nowhere ,Lorraine Toussaint,actor
Midnight Cabaret ,Thom Mathews,actor
Midnight Cowboy ,John McGiver,actor
Midnight in Paris ,Nina Arianda,actor
Midnight in the Garden of Good and Evil ,Leon Rippy,actor
Midnight Run ,Philip Baker Hall,actor
Midnight Special ,Paul Sparks,actor
Mighty Joe Young ,David Paymer,actor
Milk ,Lucas Grabeel,actor
Million Dollar Arm ,Gregory Alan Williams,actor
Million Dollar Baby ,Mike Colter,actor
Mindhunters ,Eion Bailey,actor
Minions ,Steve Coogan,actor
Minority Report ,Jessica Capshaw,actor
Miracle ,Kenneth Mitchell,actor
Miracle at St. Anna ,Laz Alonso,actor
Miracles from Heaven ,Martin Henderson,actor
Mirror Mirror ,Danny Woodburn,actor
Mirrormask ,Rob Brydon,actor
Mirrors ,Julian Glover,actor
Misconduct ,Glen Powell,actor
Miss Congeniality ,Heather Burns,actor
Miss Congeniality 2: Armed and Fabulous ,Treat Williams,actor
Miss Julie ,Colin Farrell,actor
Miss March ,Raquel Alessi,actor
Miss Potter ,Lucy Boynton,actor
Mission to Mars ,Kim Delaney,actor
Mission: Impossible ,Vanessa Redgrave,actor
Mission: Impossible - Ghost Protocol ,Michael Nyqvist,actor
Mission: Impossible - Rogue Nation ,Sean Harris,actor
Mission: Impossible II ,Richard Roxburgh,actor
Mission: Impossible III ,Eddie Marsan,actor
Mississippi Mermaid ,Michel Bouquet,actor
Mo' Better Blues ,Charlie Murphy,actor
Moby Dick ,James Robertson Justice,actor
Modern Problems ,Mary Kay Place,actor
Modern Times ,Fred Malatesta,actor
Moli re ,Fabrice Luchini,actor
Molly ,Sarah Wynter,actor
Mommie Dearest ,Diana Scarwid,actor
Moms' Night Out ,Patricia Heaton,actor
