director_name,duration,actor_2_name,gross,actor_1_name,movie_title,num_voted_users,actor_3_name,language,country,budget,title_year,imdb_score,Action,Adventure,Fantasy,Sci-Fi,Thriller,Documentary,Family,Musical,Romance,Mystery,Western,Comedy,Sport,Horror,Drama,War,History,Animation,Biography,Crime
Michael Mann,120,Jada Pinkett Smith,100003492,Tom Cruise,Collateral?,293662,Debi Mazar,English,USA,65000000,2004,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Mark Pellington,117,Spencer Treat Clark,24362501,Jeff Bridges,Arlington Road?,69980,Hope Davis,English,USA,21500000,1999,7.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Michael Bay,129,Larry Hankin,49874933,Dwayne Johnson,Pain & Gain?,161168,Michael Rispoli,English,USA,26000000,2013,6.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
David Hayter,91,Jennifer Hale,,Jason Momoa,Wolves?,5693,Stephen McHattie,English,France,18000000,2014,5.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Emilio Estevez,112,Nick Cannon,11204499,Anthony Hopkins,Bobby?,38142,Brian Geraghty,English,USA,14000000,2006,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
David Raynr,94,Jodi Lyn O'Keefe,8735529,James Franco,Whatever It Takes?,8055,Marla Sokoloff,English,USA,15000000,2000,5.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Andrzej Bartkowiak,113,Ben Daniels,28031250,Dwayne Johnson,Doom?,88146,Dexter Fletcher,English,UK,60000000,2005,5.2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Frank Darabont,142,Jeffrey DeMunn,28341469,Morgan Freeman,The Shawshank Redemption?,1689764,Bob Gunton,English,USA,25000000,1994,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
George Lucas,125,Peter Cushing,460935665,Harrison Ford,Star Wars: Episode IV - A New Hope?,911097,Kenny Baker,English,USA,11000000,1977,8.7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don Kempf,46,Michael Jordan,18642318,Bill Murray,Michael Jordan to the Max?,1723,Bob Costas,English,USA,,2000,7.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Chris Rock,94,Eliza Coupe,12550242,Steve Buscemi,I Think I Love My Wife?,13866,Wendell Pierce,English,USA,,2007,5.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Dennis Dugan,113,Sayed Badreya,100018837,Adam Sandler,You Don't Mess with the Zohan?,156348,Kevin Nealon,English,USA,90000000,2008,5.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
James Mangold,127,Clea DuVall,28871190,Angelina Jolie Pitt,"Girl, Interrupted?",125421,Vanessa Redgrave,English,USA,24000000,1999,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Gregory Widen,98,Adam Goldberg,16115878,Viggo Mortensen,The Prophecy?,24438,Virginia Madsen,English,USA,8000000,1995,6.6,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Peter Hewitt,80,Mark Christopher Lawrence,75367693,Bill Murray,Garfield?,58961,Michael Monks,English,USA,35000000,2004,5,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Andy Tennant,118,Michael Rapaport,177575142,Will Smith,Hitch?,244840,Kevin Sussman,English,USA,70000000,2005,6.6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Alex Proyas,121,Ben Mendelsohn,79948113,Nicolas Cage,Knowing?,186879,Chandler Canterbury,English,USA,50000000,2009,6.2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Jon Turteltaub,126,Maura Tierney,34098563,Anthony Hopkins,Instinct?,27191,John Ashton,English,USA,55000000,1999,6.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sam Fell,93,Matthew Broderick,50818750,Emma Watson,The Tale of Despereaux?,31209,Frank Langella,English,UK,60000000,2008,6.1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Kirk Jones,110,Dennis Quaid,41102171,Anna Kendrick,What to Expect When You're Expecting?,57266,Thomas Lennon,English,USA,40000000,2012,5.7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Michel Gondry,119,Tom Wilkinson,98780042,Christoph Waltz,The Green Hornet?,136019,Chad L. Coleman,English,USA,120000000,2011,5.8,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Timur Bekmambetov,141,Ayelet Zurer,,Morgan Freeman,Ben-Hur?,67,Moises Arias,English,USA,100000000,2016,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Harold Becker,89,Teri Polo,45207112,Steve Buscemi,Domestic Disturbance?,21283,Matt O'Leary,English,USA,53000000,2001,5.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Timur Bekmambetov,141,Ayelet Zurer,,Morgan Freeman,Ben-Hur?,62,Moises Arias,English,USA,100000000,2016,6.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Jon Turteltaub,109,Omar Benson Miller,63143812,Nicolas Cage,The Sorcerer's Apprentice?,124185,Robert Capron,English,USA,150000000,2010,6.1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Timur Bekmambetov,141,Ayelet Zurer,,Morgan Freeman,Ben-Hur?,57,Moises Arias,English,USA,,2016,6.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Peter Landesman,123,Eddie Marsan,34531832,Will Smith,Concussion?,44788,Albert Brooks,English,UK,35000000,2015,7.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Andrew Davis,130,Daniel Roebuck,183875760,Harrison Ford,The Fugitive?,213668,Sela Ward,English,USA,44000000,1993,7.8,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
David Fincher,166,Jason Flemyng,127490802,Brad Pitt,The Curious Case of Benjamin Button?,459346,Julia Ormond,English,USA,150000000,2008,7.8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Luis Llosa,110,Rod Steiger,57362581,Sylvester Stallone,The Specialist?,50148,Emilio Estefan Jr.,English,Peru,45000000,1994,5.4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Nora Ephron,123,Mary Lynn Rajskub,94125426,Meryl Streep,Julie & Julia?,79264,Vanessa Ferlito,English,USA,40000000,2009,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Louis Leterrier,125,Common,117698894,Morgan Freeman,Now You See Me?,447979,Michael Kelly,English,USA,75000000,2013,7.3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Doug Liman,119,Josh Hamilton,121468960,Matt Damon,The Bourne Identity?,407601,Nicky Naud?,English,USA,60000000,2002,7.9,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Josh Gordon,93,Amy Poehler,118153533,Will Ferrell,Blades of Glory?,129995,Jon Heder,English,USA,61000000,2007,6.3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
David Fincher,151,Meat Loaf,37023395,Brad Pitt,Fight Club?,1347461,Eugenie Bondurant,English,USA,63000000,1999,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Olivier Assayas,120,Miranda Richardson,4857376,Steve Buscemi,"Paris, je t'aime?",63084,Catalina Sandino Moreno,French,France,13000000,2006,7.3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Chris Columbus,159,Fiona Shaw,317557891,Daniel Radcliffe,Harry Potter and the Sorcerer's Stone?,444683,Verne Troyer,English,UK,125000000,2001,7.5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gus Van Sant,128,Denis O'Hare,31838002,James Franco,Milk?,136673,Lucas Grabeel,English,USA,20000000,2008,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Jonathan Demme,138,Scott Glenn,130727000,Anthony Hopkins,The Silence of the Lambs?,887467,Anthony Heald,English,USA,19000000,1991,8.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
James Ivory,140,Vanessa Redgrave,25967000,Anthony Hopkins,Howards End?,21254,Samuel West,English,UK,,1992,7.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Zal Batmanglij,116,Julia Ormond,2268296,Alexander Skarsg?rd,The East?,41856,Jason Ritter,English,UK,6500000,2013,6.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Scott Cooper,112,Beth Grant,39462438,Jeff Bridges,Crazy Heart?,67760,Debrianna Mansini,English,USA,7000000,2009,7.3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Dennis Dugan,92,Kevin Nealon,38624000,Adam Sandler,Happy Gilmore?,156143,Frances Bay,English,USA,12000000,1996,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Peter Medak,100,Michael Wincott,3275585,Gary Oldman,Romeo Is Bleeding?,10735,Lena Olin,English,UK,11500000,1993,6.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Elizabeth Banks,115,Birgitte Hjort S?rensen,183436380,Anna Kendrick,Pitch Perfect 2?,97697,Hana Mae Lee,English,USA,29000000,2015,6.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Gore Verbinski,102,Hope Davis,12469811,Nicolas Cage,The Weather Man?,69172,Michael Rispoli,English,USA,22000000,2005,6.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Charles Ferguson,105,George W. Bush,4311834,Matt Damon,Inside Job?,55382,Barney Frank,English,USA,,2010,8.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Dennis Dugan,75,Jon Heder,57651794,Jon Lovitz,The Benchwarmers?,40651,Tim Meadows,English,USA,33000000,2006,5.6,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
Rupert Wyatt,105,David Oyelowo,176740650,James Franco,Rise of the Planet of the Apes?,403836,Tyler Labine,English,USA,93000000,2011,7.6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mike Newell,124,Kurt Fuller,8406264,Angelina Jolie Pitt,Pushing Tin?,24826,Jake Weber,English,USA,38000000,1999,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Francis Lawrence,104,Alice Braga,256386216,Will Smith,I Am Legend?,530870,Willow Smith,English,USA,150000000,2007,7.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Breck Eisner,124,Rainn Wilson,68642452,Matthew McConaughey,Sahara?,77673,Delroy Lindo,English,UK,130000000,2005,6,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Joe Johnston,119,Simon Merrells,61937495,Anthony Hopkins,The Wolfman?,89442,Art Malik,English,USA,150000000,2010,5.8,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Tony Scott,110,Tom Skerritt,176781728,Tom Cruise,Top Gun?,219171,Adrian Pasdar,English,USA,15000000,1986,6.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Martin Scorsese,121,Marc Anthony,16640210,Nicolas Cage,Bringing Out the Dead?,53028,Sonja Sohn,English,USA,55000000,1999,6.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Steven Soderbergh,116,Bernie Mac,183405771,Brad Pitt,Ocean's Eleven?,402645,Elliott Gould,English,USA,85000000,2001,7.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Terrence Malick,139,Tye Sheridan,13303319,Brad Pitt,The Tree of Life?,136367,Fiona Shaw,English,USA,32000000,2011,6.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gus Van Sant,103,Casey Affleck,236266,Matt Damon,Gerry?,15104,,English,USA,3500000,2002,6.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Barry Sonnenfeld,98,Rip Torn,250147615,Will Smith,Men in Black?,403014,Linda Fiorentino,English,USA,90000000,1997,7.3,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Joel Schumacher,116,Brooke Smith,30157016,Anthony Hopkins,Bad Company?,39659,Garcelle Beauvais,English,USA,70000000,2002,5.6,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Joel Schumacher,123,Chris Bauer,36283504,Nicolas Cage,8MM?,104564,Anthony Heald,English,Germany,40000000,1999,6.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Michael Bay,147,Henry Rollins,138396624,Will Smith,Bad Boys II?,178126,Jordi Moll?,English,USA,130000000,2003,6.6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Peter Segal,99,Peter Dante,120776832,Adam Sandler,50 First Dates?,266103,Allen Covert,English,USA,75000000,2004,6.8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Terry Gilliam,137,David Hyde Pierce,41895491,Jeff Bridges,The Fisher King?,63274,Harry Shearer,English,USA,24000000,1991,7.6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Martin Campbell,127,Teri Polo,4426297,Angelina Jolie Pitt,Beyond Borders?,22570,Noah Emmerich,English,USA,35000000,2003,6.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
Robert Altman,105,Virginia Madsen,20338609,Meryl Streep,A Prairie Home Companion?,19655,Lily Tomlin,English,USA,10000000,2006,6.8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Richard Donner,188,Margot Kidder,134218018,Marlon Brando,Superman?,126357,Ned Beatty,English,USA,55000000,1978,7.3,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Gavin Hood,114,Moises Arias,61656849,Harrison Ford,Ender's Game?,184561,Aramis Knight,English,USA,110000000,2013,6.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven Spielberg,115,Karen Allen,242374454,Harrison Ford,Raiders of the Lost Ark?,661017,William Hootkins,English,USA,18000000,1981,8.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Cuesta,112,Paz Vega,2445646,Jeremy Renner,Kill the Messenger?,32382,Robert Pralgo,English,USA,5000000,2014,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
Phyllida Lloyd,105,Jim Broadbent,29959436,Meryl Streep,The Iron Lady?,82327,Olivia Colman,English,UK,13000000,2011,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Robert Zemeckis,130,Amber Valletta,155370362,Harrison Ford,What Lies Beneath?,98403,Miranda Otto,English,USA,100000000,2000,6.6,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
Steven Spielberg,127,Julian Glover,197171806,Harrison Ford,Indiana Jones and the Last Crusade?,515306,Alison Doody,English,USA,48000000,1989,8.3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul McGuigan,110,Spencer Wilding,5773519,Daniel Radcliffe,Victor Frankenstein?,28618,Daniel Mays,English,USA,40000000,2015,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Paul McGuigan,110,Spencer Wilding,5773519,Daniel Radcliffe,Victor Frankenstein?,28618,Daniel Mays,English,USA,40000000,2015,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Paul McGuigan,110,Spencer Wilding,5773519,Daniel Radcliffe,Victor Frankenstein?,28621,Daniel Mays,English,USA,40000000,2015,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Judd Apatow,133,Martin Starr,148734225,Harold Ramis,Knocked Up?,298590,Charlyne Yi,English,USA,30000000,2007,7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Kerry Conran,106,Laurence Olivier,37760080,Angelina Jolie Pitt,Sky Captain and the World of Tomorrow?,72868,Bai Ling,English,USA,70000000,2004,6.1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mark Romanek,103,Charlie Rowe,2412045,Andrew Garfield,Never Let Me Go?,109873,Charlotte Rampling,English,UK,15000000,2010,7.2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Mike Newell,117,Kirsten Dunst,63695760,Julia Roberts,Mona Lisa Smile?,61490,Marian Seldes,English,USA,65000000,2003,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sylvain White,97,Jason Patric,23527955,Chris Evans,The Losers?,74691,?scar Jaenada,English,USA,25000000,2010,6.4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
Clint Eastwood,141,Michael Kelly,35707327,Angelina Jolie Pitt,Changeling?,199056,Colm Feore,English,USA,55000000,2008,7.8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
Adam Shankman,99,Carmen Electra,109993847,Adam Sandler,Bedtime Stories?,72326,Kathryn Joosten,English,USA,80000000,2008,6.1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
Garry Marshall,116,Christopher Meloni,152149590,Julia Roberts,Runaway Bride?,74274,Hector Elizondo,English,USA,70000000,1999,5.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Gary Ross,139,Donald Watkins,20389967,Matthew McConaughey,Free State of Jones?,3077,Jessica Collins,English,USA,50000000,2016,6.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
Carl Franklin,127,William Hurt,23209440,Meryl Streep,One True Thing?,9283,Tom Everett Scott,English,USA,30000000,1998,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Davis Guggenheim,90,Sharon Lawrence,5108820,Norman Reedus,Gossip?,12519,Noam Jenkins,English,USA,24000000,2000,5.9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Kate Barker-Froyland,86,Shawn Parsons,20200,Anne Hathaway,Song One?,6797,Li Jun Li,English,USA,6000000,2014,5.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Woody Allen,112,Debra Messing,4839383,Woody Allen,Hollywood Ending?,21613,Treat Williams,English,USA,16000000,2002,6.6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Brian De Palma,110,Kristin Scott Thomas,180965237,Tom Cruise,Mission: Impossible?,300542,Vanessa Redgrave,English,USA,80000000,1996,7.1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven Spielberg,116,Lisa Ann Walter,234277056,Tom Cruise,War of the Worlds?,334345,Rick Gonzalez,English,USA,132000000,2005,6.5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phillip Noyce,117,Polly Walker,83287363,Harrison Ford,Patriot Games?,81442,Patrick Bergin,English,USA,45000000,1992,6.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric Bress,120,Eric Stoltz,23947,Logan Lerman,The Butterfly Effect?,357579,Cameron Bright,English,USA,13000000,2004,7.7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Osborne,92,Wayne Knight,215395021,Angelina Jolie Pitt,Kung Fu Panda?,307029,Dan Fogler,English,USA,130000000,2008,7.6,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
David Cronenberg,96,Kyle Schmid,31493782,Viggo Mortensen,A History of Violence?,186606,William Hurt,English,USA,32000000,2005,7.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
James Ivory,134,Peter Vaughan,22954968,Anthony Hopkins,The Remains of the Day?,45703,Ben Chaplin,English,UK,11500000,1993,7.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
James Mangold,117,Marc Blucas,76418654,Tom Cruise,Knight and Day?,148280,Jordi Moll?,English,USA,117000000,2010,6.3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Ivan Reitman,98,Anne Heche,74329966,Harrison Ford,Six Days Seven Nights?,60910,Amy Sedaris,English,USA,70000000,1998,5.7,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Frank Coraci,107,Cameron Monaghan,137340146,Adam Sandler,Click?,246492,Julie Kavner,English,USA,70000000,2006,6.4,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Cameron Crowe,123,Kirsten Dunst,26838389,Orlando Bloom,Elizabethtown?,58658,Judy Greer,English,USA,57000000,2005,6.4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Woody Allen,93,Carol Kane,39200000,Woody Allen,Annie Hall?,192940,Shelley Duvall,English,USA,4000000,1977,8.1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Ed Decter,92,Eddie Griffin,28972187,Zooey Deschanel,The New Guy?,28805,Gene Simmons,English,USA,13000000,2002,5.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Edgar Wright,112,Kieran Culkin,31494270,Anna Kendrick,Scott Pilgrim vs. the World?,273921,Ellen Wong,English,USA,60000000,2010,7.5,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Woody Allen,124,Larry David,10763469,Woody Allen,New York Stories?,13692,Mia Farrow,English,USA,15000000,1989,6.4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Troy Duffy,102,David Della Rocco,,Norman Reedus,The Boondock Saints?,197845,Bob Marley,English,Canada,7000000,1999,7.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jason Moore,112,Hana Mae Lee,64998368,Anna Kendrick,Pitch Perfect?,213898,Ben Platt,English,USA,17000000,2012,7.2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
Paul Schrader,94,Ir?ne Jacob,,Nicolas Cage,Dying of the Light?,6964,Tomiwa Edun,English,Bahamas,5000000,2014,4.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Doug Liman,113,Lara Pulver,100189501,Tom Cruise,Edge of Tomorrow?,431620,Noah Taylor,English,USA,178000000,2014,7.9,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irvin Kershner,127,Kenny Baker,290158751,Harrison Ford,Star Wars: Episode V - The Empire Strikes Back?,837759,Anthony Daniels,English,USA,18000000,1980,8.8,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony Bill,140,Tyler Labine,13082288,James Franco,Flyboys?,35565,Philip Winchester,English,UK,60000000,2006,6.6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
Stephen Daldry,114,Stephen Dillane,41597830,Meryl Streep,The Hours?,102123,Miranda Richardson,English,USA,25000000,2002,7.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Bruce Beresford,99,Jessica Tandy,106593296,Morgan Freeman,Driving Miss Daisy?,72324,Patti LuPone,English,USA,7500000,1989,7.4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Roger Donaldson,127,Antony Starr,5128124,Anthony Hopkins,The World's Fastest Indian?,44198,Craig Hall,English,New Zealand,25000000,2005,7.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Barry Sonnenfeld,106,Michael Stuhlbarg,179020854,Will Smith,Men in Black 3?,268154,Nicole Scherzinger,English,USA,225000000,2012,6.8,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Stephen Herek,103,Stockard Channing,14448589,Angelina Jolie Pitt,Life or Something Like It?,19364,James Gammon,English,USA,40000000,2002,5.8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Etan Cohen,107,Alison Brie,90353764,Will Ferrell,Get Hard?,85629,Craig T. Nelson,English,USA,40000000,2015,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Phil Alden Robinson,124,Bruce McGill,118471320,Morgan Freeman,The Sum of All Fears?,86504,Philip Baker Hall,English,USA,68000000,2002,6.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Julian Jarrold,120,Julie Walters,18663911,Anne Hathaway,Becoming Jane?,46204,Laurence Fox,English,UK,16500000,2007,7.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Steven Spielberg,145,Frank Grillo,132014112,Tom Cruise,Minority Report?,399651,Jessica Capshaw,English,USA,102000000,2002,7.7,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Woody Allen,103,Elizabeth Berkley,7496522,Woody Allen,The Curse of the Jade Scorpion?,31798,Peter Gerety,English,USA,26000000,2001,6.8,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
James L. Brooks,131,Paz Vega,42044321,Adam Sandler,Spanglish?,65668,Sarah Steele,English,USA,80000000,2004,6.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Sydney Pollack,161,Michael Gough,87100000,Meryl Streep,Out of Africa?,52339,Michael Kitchen,English,USA,31000000,1985,7.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Tony Scott,114,Stephen Dillane,26871,Brad Pitt,Spy Game?,121259,Catherine McCormack,English,Germany,92000000,2001,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hans Canosa,84,Thomas Lennon,379122,Olivia Wilde,Conversations with Other Women?,10143,Nora Zehetner,English,UK,450000,2005,7.1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Robert Schwentke,120,Theo James,66002193,Naomi Watts,Allegiant?,44296,Zo? Kravitz,English,USA,110000000,2016,5.8,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tim Burton,106,Danny Huston,14479776,Christoph Waltz,Big Eyes?,55539,Jon Polito,English,USA,10000000,2014,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
Adam McKay,122,Leslie Bibb,148213377,Will Ferrell,Talladega Nights: The Ballad of Ricky Bobby?,130776,Gary Cole,English,USA,73000000,2006,6.6,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Phillip Noyce,101,Andre Braugher,118311368,Angelina Jolie Pitt,Salt?,245621,August Diehl,English,USA,110000000,2010,6.4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
