movie	title_year	duration	gross	imdb_score	budget
Harry Potter and the Deathly Hallows: Part II 	2011			7.5	
Harry Potter and the Goblet of Fire 	2005	157	289994397	7.6	150000000
Harry Potter and the Half-Blood Prince 	2009	153	301956980	7.5	250000000
Harry Potter and the Order of the Phoenix 	2007	138	292000866	7.5	150000000
Harry Potter and the Prisoner of Azkaban 	2004	142	249358727	7.8	130000000
Harry Potter and the Sorcerer's Stone 	2001	159	317557891	7.5	125000000
Harsh Times 	2005	116	3335839	7	2000000
Hart's War 	2002	125	19076815	6.3	60000000
Harvard Man 	2001	99	56007	4.9	5500000
Hatchet 	2006	93		5.7	1500000
Hav Plenty 	1997	84	2301777	6.5	650000
Hayride 	2012	93		3.4	60000
Haywire 	2011	93	18934858	5.8	23000000
He Got Game 	1998	136	21554585	6.9	25000000
Head of State 	2003	95	37788228	5.4	35200000
Head Over Heels 	2001	86	10397365	5.4	14000000
Headhunters 	2011	100	1196752	7.6	30300000
Heartbeeps 	1981	78		4.2	10000000
Heartbreakers 	2001	123	40334024	6.2	35000000
Hearts in Atlantis 	2001	101	24185781	6.9	31000000
Heaven Is for Real 	2014	99	91443253	5.8	12000000
Heavenly Creatures 	1994	108	3049135	7.4	5000000
Heaven's Gate 	1980	325	1500000	6.8	44000000
Heavy Metal 	1981	90		6.7	9300000
Hedwig and the Angry Inch 	2001	95	3029081	7.8	6000000
Heist 	2015	93		6.1	19000000
Heist 	2015	93		6.1	19000000
Held Up 	1999	89	4692814	5.1	8000000
Heli 	2013	105		6.8	1000000
Hellboy 	2004	132	59035104	6.8	66000000
Hellboy II: The Golden Army 	2008	120	75754670	7	85000000
Hellraiser 	1987	86	14564027	7	1000000
Hell's Angels 	1930	96		7.8	3950000
Henry & Me 	2014	67		6.7	10000000
Henry V 	1989	137	10161099	7.7	9000000
Her 	2013	126	25556065	8	23000000
Her Cry: La Llorona Investigation 	2013	89		5.4	60000
Herbie Fully Loaded 	2005	101	66002004	4.7	50000000
Hercules 	2014	101	72660029	6	100000000
Hercules 	2014	101	72660029	6	100000000
Here Comes the Boom 	2012	105	45290318	6.5	42000000
Here on Earth 	2000	96	10494147	5.1	15000000
Hereafter 	2010	129	32741596	6.5	50000000
Hero 	2002	80	84961	7.9	31000000
Hero 	2002	80	84961	7.9	31000000
Heroes             		60		7.7	
Heroes of Dirt 	2015	98		7.1	
He's Just Not That Into You 	2009	129	93952276	6.4	40000000
Hesher 	2010	106	382946	7.1	7000000
Hey Arnold! The Movie 	2002	76	13684949	5.9	3000000
Hidalgo 	2004	136	67286731	6.7	100000000
Hidden Away 	2014	96		7.2	
Hide and Seek 	2005	101	51097664	5.9	30000000
High Anxiety 	1977	94		6.7	3400000
High Crimes 	2002	115	41543207	6.3	42000000
High Fidelity 	2000	113	27277055	7.6	20000000
High Heels and Low Lifes 	2001	86	226792	6.2	10000000
High Noon 	1952	85		8.1	750000
High Plains Drifter 	1973	105		7.6	5500000
High Road 	2011	87		5.4	
High School Musical 	2006	98		5.2	4200000
High School Musical 2 	2007	111		4.8	7000000
High School Musical 3: Senior Year 	2008	112	90556401	4.5	11000000
High Tension 	2003	89	3645438	6.8	2200000
Higher Ground 	2011	109	841206	6.3	
Highlander 	1986	110	5900000	7.2	16000000
Highlander: Endgame 	2000	101	12801190	4.6	15000000
Highlander: The Final Dimension 	1994	99	13829734	4.3	26000000
Highway 	2002	97		6.3	14000000
History of the World: Part I 	1981	92		6.9	11000000
History of the World: Part I 	1981	92		6.9	11000000
Hit and Run 	2012	100	13746550	6.1	2000000
Hit the Floor             		60		7	
Hitch 	2005	118	177575142	6.6	70000000
Hitman 	2007	94	39687528	6.3	24000000
Hits 	2014	96		5.8	1000000
Hobo with a Shotgun 	2011	86	703002	6.1	3000000
Hocus Pocus 	1993	96	39514713	6.7	28000000
Hoffa 	1992	140	24276500	6.6	35000000
Holes 	2003	117	67325559	7.1	20000000
Hollow Man 	2000	119	73209340	5.7	95000000
Hollywood Ending 	2002	112	4839383	6.6	16000000
Hollywood Homicide 	2003	116	30013346	5.3	75000000
Hollywood Shuffle 	1987	81	5228617	7	100000
Holy Man 	1998	114	12065985	4.9	60000000
Holy Motors 	2012	115		7.1	
Home 	2015	94	177343675	6.7	135000000
Home 	2015	94	177343675	6.7	135000000
Home 	2015	94	177343675	6.7	135000000
Home Alone 	1990	103	285761243	7.5	18000000
Home Alone 2: Lost in New York 	1992	120	173585516	6.6	18000000
Home for the Holidays 	1995	103	17518220	6.6	20000000
Home Fries 	1998	91	10443316	5	15000000
Home Movies             		22		8.2	
Home on the Range 	2004	76	50026353	5.4	110000000
Home Run 	2013	113	2859955	6	1200000
Homefront 	2013	100	19783777	6.5	22000000
Honey 	2003	94	30222640	5.3	25000000
Hoodwinked Too! Hood vs. Evil 	2011	86	10134754	4.8	30000000
Hoodwinked! 	2005	80	51053787	6.5	17500000
Hook 	1991	142	119654900	6.7	70000000
Hoop Dreams 	1994	170	7830611	8.3	700000
Hoot 	2006	91	8080116	5.6	15000000
Hop 	2011	95	108012170	5.5	63000000
Hope Floats 	1998	114	60033780	5.9	30000000
Hope Springs 	2012	100	63536011	6.3	30000000
Horrible Bosses 	2011	106	117528646	6.9	35000000
Horrible Bosses 2 	2014	116	54414716	6.3	42000000
Horse Camp 	2014	108		6.6	250000
Hostage 	2005	113	34636443	6.6	52000000
Hostel 	2005	93	47277326	5.9	4800000
Hostel: Part II 	2007	94	17544812	5.4	10000000
Hot Fuzz 	2007	121	23618786	7.9	8000000
Hot Pursuit 	2015	87	34507079	5.1	35000000
Hot Rod 	2007	88	13920741	6.7	
Hot Tub Time Machine 	2010	101	50213619	6.4	36000000
Hot Tub Time Machine 2 	2015	99	12282677	5.1	14000000
Hotel for Dogs 	2009	100	73023275	5.4	35000000
Hotel Rwanda 	2004	121	23472900	8.1	17500000
Hotel Transylvania 	2012	91	148313048	7.1	85000000
Hotel Transylvania 2 	2015	89	169692572	6.7	80000000
House at the End of the Drive 	2014	91		6.9	1400000
House at the End of the Street 	2012	101	31607598	5.6	6900000
House of 1000 Corpses 	2003	105	12583510	6	7000000
House of D 	2004	96	371081	7	6000000
House of Flying Daggers 	2004	119	11041228	7.6	100000000
House of Sand 	2005	115		7.5	8000000
House of Sand and Fog 	2003	126	13005485	7.6	15000000
House of Wax 	2005	108	32048809	5.3	30000000
House of Wax 	2005	108	32048809	5.3	30000000
House on Haunted Hill 	1999	93	40846082	5.6	19000000
House Party 2 	1991	94	19281235	5.1	5000000
Housebound 	2014	107		6.8	350000
Housefull 	2010	144	1165104	5.3	
How Do You Know 	2010	121	30212620	5.3	120000000
How Green Was My Valley 	1941	118		7.8	1250000
How High 	2001	93	31155435	6.2	12000000
How She Move 	2007	94	7070459	3.3	
How Stella Got Her Groove Back 	1998	124	37672350	5.5	20000000
How the Grinch Stole Christmas 	2000	110	260031035	6	123000000
How to Be a Player 	1997	93	13960203	5.3	
How to Be Single 	2016	110	46813366	6.1	38000000
How to Deal 	2003	101	14108518	5.7	16000000
How to Fall in Love 	2012	84		6.3	4000000
How to Lose a Guy in 10 Days 	2003	116	105807520	6.4	50000000
How to Lose Friends & Alienate People 	2008	110	2775593	6.5	27000000
How to Train Your Dragon 	2010	98	217387997	8.2	165000000
How to Train Your Dragon 2 	2014	102	176997107	7.9	145000000
Howard the Duck 	1986	110	16295774	4.6	35000000
Howards End 	1992	140	25967000	7.5	
Howl's Moving Castle 	2004	119	4710455	8.2	24000000
Hud 	1963	112		7.9	2500000
Hudson Hawk 	1991	100	17218080	5.7	70000000
Hugo 	2011	126	73820094	7.5	170000000
Hulk 	2003	138	132122995	5.7	137000000
Hum To Mohabbat Karega 	2000			2.8	
Human Traffic 	1999	99	104257	7.1	2200000
Hurricane Streets 	1997	86	334041	6.5	500000
Hustle & Flow 	2005	116	22201636	7.4	8000000
I Am Legend 	2007	104	256386216	7.2	150000000
I Am Love 	2009	120	5004648	7	10000000
I Am Number Four 	2011	109	55092830	6.1	60000000
I Am Sam 	2001	132	40270895	7.6	22000000
I Am Wrath 	2016	92		5.2	18000000
I Can Do Bad All by Myself 	2009	113	51697449	4.1	13000000
I Come with the Rain 	2009	114		5.5	18000000
I Don't Know How She Does It 	2011	89	9639242	4.9	24000000
I Dreamed of Africa 	2000	114	6543194	5.6	34000000
I Got the Hook Up 	1998	93	10305534	3.9	3500000
I Heart Huckabees 	2004	107	12784713	6.7	22000000
I Hope They Serve Beer in Hell 	2009	105	1425993	5.3	
I Know What You Did Last Summer 	1997	99	72219395	5.6	17000000
I Love You Phillip Morris 	2009	102	2035566	6.6	13000000
"I Love You, Beth Cooper "	2009	102	14793904	5.3	18000000
"I Love You, Don't Touch Me! "	1997	86	33598	5.4	
"I Love You, Man "	2009	105	71347010	7.1	40000000
I Love Your Work 	2003	111	2580	5.4	1650000
I Married a Strange Person! 	1997	75	203134	7	250000
I Origins 	2014	106	334658	7.3	
I Served the King of England 	2006	113	617228	7.4	84450000
I Spit on Your Grave 	2010	105	92401	6.3	2000000
I Spy 	2002	97	33105600	5.4	70000000
I Still Know What You Did Last Summer 	1998	100	39989008	4.6	24000000
I Think I Love My Wife 	2007	94	12550242	5.5	
I Want Someone to Eat Cheese With 	2006	80	194568	6.2	1500000
I Want Your Money 	2010	92	425899	5.1	400000
"I, Frankenstein "	2014	92	19059018	5.1	65000000
"I, Robot "	2004	115	144795350	7.1	120000000
Ice Age 	2002	103	176387405	7.6	59000000
Ice Age: Continental Drift 	2012	88	161317423	6.6	95000000
Ice Age: Dawn of the Dinosaurs 	2009	94	196573705	7	90000000
Ice Age: The Meltdown 	2006	115	195329763	6.9	80000000
Ice Princess 	2005	98	24381334	6	
Ida 	2013	82	3826455	7.4	
Identity 	2003	91	51475962	7.3	30000000
Identity Thief 	2013	120	134455175	5.7	35000000
Idiocracy 	2006	84	438653	6.6	
Idle Hands 	1999	92	4002955	6.2	20000000
Idlewild 	2006	121	12549485	6.2	15000000
If I Stay 	2014	107	50461335	6.8	11000000
Igby Goes Down 	2002	99	4681503	7	9000000
Iguana 	1988	97		6.2	3000000
Illuminata 	1998	119	836641	6.2	
I'm Not There. 	2007	135	4001121	7	20000000
Imaginary Heroes 	2004	111	228524	7.3	4000000
Imagine Me & You 	2005	90	671240	6.9	7900000
Imagine That 	2009	107	16088610	5.6	55000000
Immortals 	2011	110	83503161	6.1	75000000
Impact Point 	2008	90		4.3	2200000
Impostor 	2001	102	6114237	6.2	40000000
In & Out 	1997	90	63826569	6.3	35000000
In Bruges 	2008	107	7757130	8	15000000
In Cold Blood 	1967	134		8	3500000
In Dreams 	1999	100	11900000	5.5	30000000
In Good Company 	2004	109	45489752	6.5	26000000
In Her Line of Fire 	2006	88	721	4.1	1000000
In the Bedroom 	2001	138	35918429	7.5	1700000
In the Company of Men 	1997	97	2856622	7.3	25000
In the Cut 	2003	113	4717455	5.3	12000000
In the Heart of the Sea 	2015	122	24985612	7	100000000
In the Heat of the Night             		60		7.4	
In the Land of Blood and Honey 	2011	127	301305	4.3	13000000
In the Land of Women 	2007	97	11043445	6.5	10000000
In the Name of the King: A Dungeon Siege Tale 	2007	156	4535117	3.8	60000000
In the Name of the King: The Last Job 	2014	86		3.3	3500000
In the Shadow of the Moon 	2007	100	1134049	8.1	2000000
In the Valley of Elah 	2007	121	6777589	7.2	
In Time 	2011	109	37553932	6.7	40000000
In Too Deep 	1999	95	14003141	6.1	7000000
Incendies 	2010	139	6857096	8.2	6800000
Inception 	2010	148	292568851	8.8	160000000
Inchon 	1981	140		2.7	48000000
Incident at Loch Ness 	2004	94	36830	6.6	1400000
Independence Day 	1996	154	306124059	6.9	75000000
Independence Day: Resurgence 	2016	120	102315545	5.5	165000000
Independence Daysaster 	2013	90		3.4	1800000
Indiana Jones and the Kingdom of the Crystal Skull 	2008	122	317011114	6.2	185000000
Indiana Jones and the Last Crusade 	1989	127	197171806	8.3	48000000
Indiana Jones and the Temple of Doom 	1984	118	179870271	7.6	28000000
Indie Game: The Movie 	2012	103		7.7	100000
Indignation 	2016	110	560512	7.8	
Inescapable 	2012	93	4063	5.2	4000000
Infamous 	2006	118	1150403	7.1	13000000
Inglourious Basterds 	2009	153	120523073	8.3	75000000
Inherent Vice 	2014	148	8093318	6.7	20000000
Ink 	2009	107		7	
Inkheart 	2008	106	17281832	6.1	60000000
Inside Deep Throat 	2005	89	653621	6.8	2000000
Inside Job 	2010	105	4311834	8.3	
Inside Llewyn Davis 	2013	104	13214255	7.4	11000000
Inside Man 	2006	129	88504640	7.6	45000000
Inside Out 	2015	95	356454367	8.3	175000000
Insidious 	2010	103	53991137	6.8	1500000
Insidious: Chapter 2 	2013	106	83574831	6.6	5000000
Insidious: Chapter 3 	2015	97	52200504	6.1	10000000
Insomnia 	2002	118	67263182	7.2	46000000
Insomnia Manica 	2005	127		5.8	500000
Inspector Gadget 	1999	110	97360069	4.1	75000000
Instinct 	1999	126	34098563	6.5	55000000
Instructions Not Included 	2013	115	44456509	7.6	5000000
Insurgent 	2015	119	129995817	6.3	110000000
Interstellar 	2014	169	187991439	8.6	165000000
Interview with the Assassin 	2002	88	47329	6.6	750000
Interview with the Vampire: The Vampire Chronicles 	1994	123	105264608	7.6	60000000
Into the Blue 	2005	110	18472363	5.8	50000000
Into the Grizzly Maze 	2015	94		5.3	10000000
Into the Storm 	2014	89	47553512	5.8	50000000
Into the Wild 	2007	148	18352454	8.2	15000000
Into the Woods 	2014	125	127997349	6	50000000
Intolerable Cruelty 	2003	100	35096190	6.3	60000000
Intolerance: Love's Struggle Throughout the Ages 	1916	123		8	385907
Invaders from Mars 	1986	100	4884663	5.5	12000000
Invasion U.S.A. 	1985	107		5.3	10000000
Invictus 	2009	134	37479778	7.4	60000000
Ip Man 3 	2015	105	2126511	7.2	36000000
Ira & Abby 	2006	101	220234	6.5	3500000
Iraq for Sale: The War Profiteers 	2006	75		7.7	750000
Iris 	2001	91	1292119	7.1	5500000
Iron Man 	2008	126	318298180	7.9	140000000
Iron Man 2 	2010	124	312057433	7	200000000
Iron Man 3 	2013	195	408992272	7.2	200000000
Ironclad 	2011	121		6.2	25000000
Irreplaceable 	2016	102		7.2	
Irreversible 	2002	99	753501	7.4	
Ishtar 	1987	107	14375181	4.2	51000000
Isn't She Great 	2000	95	2954405	5.3	36000000
It Follows 	2014	100	14673301	6.9	2000000
It Happened One Night 	1934	65		8.2	325000
"It's a Mad, Mad, Mad, Mad World "	1963	197	46300000	7.6	9400000
It's a Wonderful Afterlife 	2010	100		5.4	10000000
It's a Wonderful Life 	1946	118		8.6	3180000
It's All Gone Pete Tong 	2004	90	120620	7.4	
It's Always Sunny in Philadelphia             		22		8.8	
It's Complicated 	2009	120	112703470	6.6	85000000
It's Kind of a Funny Story 	2010	101	6350058	7.2	8000000
J. Edgar 	2011	137	37304950	6.6	35000000
Jab Tak Hai Jaan 	2012	176	3047539	6.9	7217600
Jack and Jill 	2011	91	74158157	3.4	79000000
Jack Brooks: Monster Slayer 	2007	90		6	2500000
Jack Reacher 	2012	130	80033643	7	60000000
Jack Reacher 	2012	130	80033643	7	60000000
Jack Ryan: Shadow Recruit 	2014	105	50549107	6.2	60000000
Jack the Giant Slayer 	2013	114	65171860	6.3	195000000
Jackass 3D 	2010	101	117224271	7.1	20000000
Jackass Number Two 	2006	92	72755517	7.1	
Jackass: The Movie 	2002	87	64267897	6.6	5000000
Jackie Brown 	1997	154	39647595	7.5	12000000
Jade 	1995	107	9795017	5.1	50000000
Jakob the Liar 	1999	120	4956401	6.5	15000000
Jane Got a Gun 	2016	98	1512815	5.8	25000000
Jarhead 	2005	125	62647540	7.1	70000000
Jason Bourne 	2016	123	108521835	7.1	120000000
Jason Goes to Hell: The Final Friday 	1993	91	15935068	4.3	2500000
Jason Lives: Friday the 13th Part VI 	1986	86	19472057	5.9	3000000
Jason X 	2001	85	12610731	4.4	11000000
Jawbreaker 	1999	87	3071947	5.4	3500000
Jaws 	1975	130	260000000	8	8000000
Jaws 2 	1978	131	102922376	5.7	20000000
Jaws: The Revenge 	1987	92	20763013	2.8	23000000
Jay and Silent Bob Strike Back 	2001	104	30059386	6.9	22000000
Jeepers Creepers 	2001	90	37470017	6.1	10000000
Jeepers Creepers II 	2003	104	35143332	5.6	17000000
"Jeff, Who Lives at Home "	2011	83	4244155	6.5	10000000
Jefferson in Paris 	1995	139	2474000	5.7	14000000
Jekyll and Hyde... Together Again 	1982	87		6.2	5000000
Jennifer's Body 	2009	107	16204793	5.1	16000000
Jerry Maguire 	1996	139	153620822	7.3	50000000
Jersey Boys 	2014	134	47034272	6.9	40000000
Jersey Girl 	2004	102	25266129	6.2	35000000
Jesse             		30		5.9	
Jesus People 	2007	35		6.9	
Jesus' Son 	1999	107	1282084	7	2500000
JFK 	1991	206	70405498	8	40000000
Jimmy and Judy 	2006	99		6.2	1000000
Jimmy Neutron: Boy Genius 	2001	82	80920948	6	30000000
Jindabyne 	2006	118	399879	6.4	15000000
Jingle All the Way 	1996	94	60573641	5.4	60000000
Joe 	2013	117	371897	6.9	4000000
Joe Dirt 	2001	91	27087695	5.9	17700000
Joe Somebody 	2001	98	22770864	5.5	38000000
John Carter 	2012	132	73058679	6.6	263700000
John Q 	2002	116	71026631	7	36000000
Johnny English 	2003	87	27972410	6.1	35000000
Johnny English Reborn 	2011	101	8129455	6.3	45000000
Johnny Suede 	1991	97		5.8	500000
Johnson Family Vacation 	2004	97	31179516	4.3	12000000
Jonah Hex 	2010	81	10539414	4.7	47000000
Jonah: A VeggieTales Movie 	2002	82	25571351	6.6	14000000
Josie and the Pussycats 	2001	98	14252830	5.3	22000000
Journey 2: The Mysterious Island 	2012	94	103812241	5.8	79000000
Journey from the Fall 	2006	135	638951	7.4	1592000
Journey to Saturn 	2008	90		5.7	
Journey to the Center of the Earth 	2008	93	101702060	5.8	45000000
Joy 	2015	124	56443482	6.6	60000000
Joy Ride 	2001	97	21973182	6.6	23000000
Joyeux Noel 	2005	116	1050445	7.8	22000000
Joyful Noise 	2012	118	30920167	5.7	25000000
Judgment at Nuremberg 	1961	186		8.3	3000000
Julia 	1977	117		7.4	7840000
Julie & Julia 	2009	123	94125426	7	40000000
Julija in alfa Romeo 	2015	83		6.4	500000
Jumper 	2008	88	80170146	6.1	85000000
Jumping the Broom 	2011	112	37295394	5.7	6600000
Jungle Shuffle 	2014	85		4.8	10000000
Juno 	2007	96	143492840	7.5	7500000
Juno 	2007	96	143492840	7.5	7500000
Jupiter Ascending 	2015	127	47375327	5.4	176000000
Jurassic Park 	1993	127	356784000	8.1	63000000
Jurassic Park III 	2001	92	181166115	5.9	93000000
Jurassic World 	2015	124	652177271	7	150000000
Just Go with It 	2011	117	103028109	6.4	80000000
Just Like Heaven 	2005	95	48291624	6.7	58000000
Just Looking 	1999	97	39852	6.7	3000000
Just Married 	2003	95	56127162	5.4	18000000
Just My Luck 	2006	103	17324744	5.3	28000000
Just Visiting 	2001	84	4777007	5.8	40000000
Just Wright 	2010	100	21520719	5.8	
Justin Bieber: Never Say Never 	2011	115	73000942	1.6	13000000
Juwanna Mann 	2002	91	13571817	4.5	15600000
K-19: The Widowmaker 	2002	138	35168677	6.7	100000000
Kabhi Alvida Naa Kehna 	2006	193	3275443	6	700000000
Kama Sutra: A Tale of Love 	1996	109	4109095	6	3000000
Kangaroo Jack 	2003	89	66734992	4.4	60000000
Kansas City 	1996	116	1292527	6.3	19000000
Karachi se Lahore 	2015			7	1000000
Kate & Leopold 	2001	123	47095453	6.4	48000000
Katy Perry: Part of Me 	2012	93	25240988	5.9	12000000
Keanu 	2016	100	20566327	6.4	15000000
Keeping the Faith 	2000	128	37036404	6.4	30000000
Keeping Up with the Steins 	2006	90	4328294	5.4	
Kevin Hart: Laugh at My Pain 	2011	89	7705974	7.5	
Kevin Hart: Let Me Explain 	2013	75	32230907	6.7	2500000
Khiladi 786 	2012	141	352684	4.3	
Khumba 	2013	85		5.8	20000000
Kick-Ass 	2010	117	48043505	7.7	30000000
Kick-Ass 2 	2013	103	28751715	6.6	28000000
Kickboxer: Vengeance 	2016	90		9.1	17000000
Kicking & Screaming 	2005	95	52580895	5.6	45000000
Kicks 	2016	80		7.8	
Kids 	1995	91	7417210	7	1500000
Kill Bill: Vol. 1 	2003	111	70098138	8.1	30000000
Kill Bill: Vol. 2 	2004	137	66207920	8	30000000
Kill List 	2011	95	26297	6.3	500000
Kill the Messenger 	2014	112	2445646	7	5000000
Killer Elite 	2011	116	25093607	6.5	35000000
Killer Joe 	2011	98	1987762	6.7	11000000
Killers 	2010	100	47000485	5.4	75000000
Killing Them Softly 	2012	97	14938570	6.2	15000000
Killing Zoe 	1993	99	418953	6.5	1500000
Kindergarten Cop 	1990	111	91457688	6	26000000
King Kong 	2005	201	218051260	7.2	207000000
King Kong 	2005	201	218051260	7.2	207000000
King Kong 	2005	201	218051260	7.2	207000000
Kingdom of Heaven 	2005	194	47396698	7.2	130000000
Kingdom of the Spiders 	1977	97	17000000	5.9	500000
Kingpin 	1996	117	24944213	6.9	27000000
King's Ransom 	2005	95	4006906	4.1	15000000
Kinsey 	2004	118	10214647	7.1	11000000
Kiss Kiss Bang Bang 	2005	103	4235837	7.6	15000000
Kiss of Death 	1995	101	14942422	5.9	40000000
Kiss of the Dragon 	2001	98	36833473	6.6	25000000
Kiss the Bride 	2007	100	31937	5.7	500000
Kiss the Girls 	1997	115	60491560	6.6	27000000
Kissing Jessica Stein 	2001	97	7022940	6.7	1000000
Kit Kittredge: An American Girl 	2008	101	17655201	6.7	10000000
Kites 	2010	90	1602466	6	600000000
Knight and Day 	2010	117	76418654	6.3	117000000
