movie,Cast,Role
I Am Legend ,Francis Lawrence,Director
I Am Love ,Luca Guadagnino,Director
I Am Number Four ,D.J. Caruso,Director
I Am Sam ,Jessie Nelson,Director
I Am Wrath ,Chuck Russell,Director
I Can Do Bad All by Myself ,Tyler Perry,Director
I Come with the Rain ,Tran Anh Hung,Director
I Don't Know How She Does It ,Douglas McGrath,Director
I Dreamed of Africa ,Hugh Hudson,Director
I Got the Hook Up ,Michael Martin,Director
I Heart Huckabees ,David O. Russell,Director
I Hope They Serve Beer in Hell ,Bob Gosse,Director
I Know What You Did Last Summer ,Jim Gillespie,Director
I Love You Phillip Morris ,Glenn Ficarra,Director
"I Love You, Beth Cooper ",Chris Columbus,Director
"I Love You, Don't Touch Me! ",Julie Davis,Director
"I Love You, Man ",John Hamburg,Director
I Love Your Work ,Adam Goldberg,Director
I Married a Strange Person! ,Bill Plympton,Director
I Origins ,Mike Cahill,Director
I Served the King of England ,Jir? Menzel,Director
I Spit on Your Grave ,Steven R. Monroe,Director
I Spy ,Betty Thomas,Director
I Still Know What You Did Last Summer ,Danny Cannon,Director
I Think I Love My Wife ,Chris Rock,Director
I Want Someone to Eat Cheese With ,Jeff Garlin,Director
I Want Your Money ,Ray Griggs,Director
"I, Frankenstein ",Stuart Beattie,Director
"I, Robot ",Alex Proyas,Director
Ice Age ,Chris Wedge,Director
Ice Age: Continental Drift ,Steve Martino,Director
Ice Age: Dawn of the Dinosaurs ,Carlos Saldanha,Director
Ice Age: The Meltdown ,Carlos Saldanha,Director
Ice Princess ,Tim Fywell,Director
Ida ,Pawel Pawlikowski,Director
Identity ,James Mangold,Director
Identity Thief ,Seth Gordon,Director
Idiocracy ,Mike Judge,Director
Idle Hands ,Rodman Flender,Director
Idlewild ,Bryan Barber,Director
If I Stay ,R.J. Cutler,Director
Igby Goes Down ,Burr Steers,Director
Iguana ,Monte Hellman,Director
Illuminata ,John Turturro,Director
I'm Not There. ,Todd Haynes,Director
Imaginary Heroes ,Dan Harris,Director
Imagine Me & You ,Ol Parker,Director
Imagine That ,Karey Kirkpatrick,Director
Immortals ,Tarsem Singh,Director
Impact Point ,Hayley Cloake,Director
Impostor ,Gary Fleder,Director
In & Out ,Frank Oz,Director
In Bruges ,Martin McDonagh,Director
In Cold Blood ,Richard Brooks,Director
In Dreams ,Neil Jordan,Director
In Good Company ,Paul Weitz,Director
In Her Line of Fire ,Brian Trenchard-Smith,Director
In the Bedroom ,Todd Field,Director
In the Company of Men ,Neil LaBute,Director
In the Cut ,Jane Campion,Director
In the Heart of the Sea ,Ron Howard,Director
In the Land of Blood and Honey ,Angelina Jolie Pitt,Director
In the Land of Women ,Jon Kasdan,Director
In the Name of the King: A Dungeon Siege Tale ,Uwe Boll,Director
In the Name of the King: The Last Job ,Uwe Boll,Director
In the Shadow of the Moon ,David Sington,Director
In the Valley of Elah ,Paul Haggis,Director
In Time ,Andrew Niccol,Director
In Too Deep ,Michael Rymer,Director
Incendies ,Denis Villeneuve,Director
Inception ,Christopher Nolan,Director
Inchon ,Terence Young,Director
Incident at Loch Ness ,Zak Penn,Director
Independence Day ,Roland Emmerich,Director
Independence Day: Resurgence ,Roland Emmerich,Director
Independence Daysaster ,W.D. Hogan,Director
Indiana Jones and the Kingdom of the Crystal Skull ,Steven Spielberg,Director
Indiana Jones and the Last Crusade ,Steven Spielberg,Director
Indiana Jones and the Temple of Doom ,Steven Spielberg,Director
Indie Game: The Movie ,Lisanne Pajot,Director
Indignation ,James Schamus,Director
Inescapable ,Ruba Nadda,Director
Infamous ,Douglas McGrath,Director
Inglourious Basterds ,Quentin Tarantino,Director
Inherent Vice ,Paul Thomas Anderson,Director
Ink ,Jamin Winans,Director
Inkheart ,Iain Softley,Director
Inside Deep Throat ,Fenton Bailey,Director
Inside Job ,Charles Ferguson,Director
Inside Llewyn Davis ,Ethan Coen,Director
Inside Man ,Spike Lee,Director
Inside Out ,Pete Docter,Director
Insidious ,James Wan,Director
Insidious: Chapter 2 ,James Wan,Director
Insidious: Chapter 3 ,Leigh Whannell,Director
Insomnia ,Christopher Nolan,Director
Insomnia Manica ,Daston Kalili,Director
Inspector Gadget ,David Kellogg,Director
Instinct ,Jon Turteltaub,Director
Instructions Not Included ,Eugenio Derbez,Director
Insurgent ,Robert Schwentke,Director
Interstellar ,Christopher Nolan,Director
Interview with the Assassin ,Neil Burger,Director
Interview with the Vampire: The Vampire Chronicles ,Neil Jordan,Director
Into the Blue ,John Stockwell,Director
Into the Grizzly Maze ,David Hackl,Director
Into the Storm ,Steven Quale,Director
Into the Wild ,Sean Penn,Director
Into the Woods ,Rob Marshall,Director
Intolerable Cruelty ,Joel Coen,Director
Intolerance: Love's Struggle Throughout the Ages ,D.W. Griffith,Director
Invaders from Mars ,Tobe Hooper,Director
Invasion U.S.A. ,Joseph Zito,Director
Invictus ,Clint Eastwood,Director
Ip Man 3 ,Wilson Yip,Director
Ira & Abby ,Robert Cary,Director
Iraq for Sale: The War Profiteers ,Robert Greenwald,Director
Iris ,Richard Eyre,Director
Iron Man ,Jon Favreau,Director
Iron Man 2 ,Jon Favreau,Director
Iron Man 3 ,Shane Black,Director
Ironclad ,Jonathan English,Director
Irreplaceable ,Thomas Lilti,Director
Irreversible ,Gaspar No?,Director
Ishtar ,Elaine May,Director
Isn't She Great ,Andrew Bergman,Director
It Follows ,David Robert Mitchell,Director
It Happened One Night ,Frank Capra,Director
"It's a Mad, Mad, Mad, Mad World ",Stanley Kramer,Director
It's a Wonderful Afterlife ,Gurinder Chadha,Director
It's a Wonderful Life ,Frank Capra,Director
It's All Gone Pete Tong ,Michael Dowse,Director
It's Complicated ,Nancy Meyers,Director
It's Kind of a Funny Story ,Anna Boden,Director
J. Edgar ,Clint Eastwood,Director
Jab Tak Hai Jaan ,Yash Chopra,Director
Jack and Jill ,Dennis Dugan,Director
Jack Brooks: Monster Slayer ,Jon Knautz,Director
Jack Reacher ,Christopher McQuarrie,Director
Jack Reacher ,Christopher McQuarrie,Director
Jack Ryan: Shadow Recruit ,Kenneth Branagh,Director
Jack the Giant Slayer ,Bryan Singer,Director
Jackass 3D ,Jeff Tremaine,Director
Jackass Number Two ,Jeff Tremaine,Director
Jackass: The Movie ,Jeff Tremaine,Director
Jackie Brown ,Quentin Tarantino,Director
Jade ,William Friedkin,Director
Jakob the Liar ,Peter Kassovitz,Director
Jane Got a Gun ,Gavin O'Connor,Director
Jarhead ,Sam Mendes,Director
Jason Bourne ,Paul Greengrass,Director
Jason Goes to Hell: The Final Friday ,Adam Marcus,Director
Jason Lives: Friday the 13th Part VI ,Tom McLoughlin,Director
Jason X ,James Isaac,Director
Jawbreaker ,Darren Stein,Director
Jaws ,Steven Spielberg,Director
Jaws 2 ,Jeannot Szwarc,Director
Jaws: The Revenge ,Joseph Sargent,Director
Jay and Silent Bob Strike Back ,Kevin Smith,Director
Jeepers Creepers ,Victor Salva,Director
Jeepers Creepers II ,Victor Salva,Director
"Jeff, Who Lives at Home ",Jay Duplass,Director
Jefferson in Paris ,James Ivory,Director
Jekyll and Hyde... Together Again ,Jerry Belson,Director
Jennifer's Body ,Karyn Kusama,Director
Jerry Maguire ,Cameron Crowe,Director
Jersey Boys ,Clint Eastwood,Director
Jersey Girl ,Kevin Smith,Director
Jesus People ,Jason Naumann,Director
Jesus' Son ,Alison Maclean,Director
JFK ,Oliver Stone,Director
Jimmy and Judy ,Randall Rubin,Director
Jimmy Neutron: Boy Genius ,John A. Davis,Director
Jindabyne ,Ray Lawrence,Director
Jingle All the Way ,Brian Levant,Director
Joe ,David Gordon Green,Director
Joe Dirt ,Dennie Gordon,Director
Joe Somebody ,John Pasquin,Director
John Carter ,Andrew Stanton,Director
John Q ,Nick Cassavetes,Director
Johnny English ,Peter Howitt,Director
Johnny English Reborn ,Oliver Parker,Director
Johnny Suede ,Tom DiCillo,Director
Johnson Family Vacation ,Christopher Erskin,Director
Jonah Hex ,Jimmy Hayward,Director
Jonah: A VeggieTales Movie ,Mike Nawrocki,Director
Josie and the Pussycats ,Harry Elfont,Director
Journey 2: The Mysterious Island ,Brad Peyton,Director
Journey from the Fall ,Ham Tran,Director
Journey to Saturn ,Thorbj?rn Christoffersen,Director
Journey to the Center of the Earth ,Eric Brevig,Director
Joy ,David O. Russell,Director
Joy Ride ,John Dahl,Director
Joyeux Noel ,Christian Carion,Director
Joyful Noise ,Todd Graff,Director
Judgment at Nuremberg ,Stanley Kramer,Director
Julia ,Fred Zinnemann,Director
Julie & Julia ,Nora Ephron,Director
Julija in alfa Romeo ,Blaz Zavrsnik,Director
Jumper ,Doug Liman,Director
Jumping the Broom ,Salim Akil,Director
Jungle Shuffle ,Taedong Park,Director
Juno ,Jason Reitman,Director
Juno ,Jason Reitman,Director
Jupiter Ascending ,Lana Wachowski,Director
Jurassic Park ,Steven Spielberg,Director
Jurassic Park III ,Joe Johnston,Director
Jurassic World ,Colin Trevorrow,Director
Just Go with It ,Dennis Dugan,Director
Just Like Heaven ,Mark Waters,Director
Just Looking ,Jason Alexander,Director
Just Married ,Shawn Levy,Director
Just My Luck ,Donald Petrie,Director
Just Visiting ,Jean-Marie Poir?,Director
Just Wright ,Sanaa Hamri,Director
Justin Bieber: Never Say Never ,Jon M. Chu,Director
Juwanna Mann ,Jesse Vaughan,Director
K-19: The Widowmaker ,Kathryn Bigelow,Director
Kabhi Alvida Naa Kehna ,Karan Johar,Director
Kama Sutra: A Tale of Love ,Mira Nair,Director
Kangaroo Jack ,David McNally,Director
Kansas City ,Robert Altman,Director
Karachi se Lahore ,Wajahat Rauf,Director
Kate & Leopold ,James Mangold,Director
Katy Perry: Part of Me ,Dan Cutforth,Director
Keanu ,Peter Atencio,Director
Keeping the Faith ,Edward Norton,Director
Keeping Up with the Steins ,Scott Marshall,Director
Kevin Hart: Laugh at My Pain ,Leslie Small,Director
Kevin Hart: Let Me Explain ,Leslie Small,Director
Khiladi 786 ,Ashish R. Mohan,Director
Khumba ,Anthony Silverston,Director
Kick-Ass ,Matthew Vaughn,Director
Kick-Ass 2 ,Jeff Wadlow,Director
Kickboxer: Vengeance ,John Stockwell,Director
Kicking & Screaming ,Jesse Dylan,Director
Kicks ,Justin Tipping,Director
Kids ,Larry Clark,Director
Kill Bill: Vol. 1 ,Quentin Tarantino,Director
Kill Bill: Vol. 2 ,Quentin Tarantino,Director
Kill List ,Ben Wheatley,Director
Kill the Messenger ,Michael Cuesta,Director
Killer Elite ,Gary McKendry,Director
Killer Joe ,William Friedkin,Director
Killers ,Robert Luketic,Director
Killing Them Softly ,Andrew Dominik,Director
Killing Zoe ,Roger Avary,Director
Kindergarten Cop ,Ivan Reitman,Director
King Kong ,Peter Jackson,Director
King Kong ,Peter Jackson,Director
King Kong ,Peter Jackson,Director
Kingdom of Heaven ,Ridley Scott,Director
Kingdom of the Spiders ,John 'Bud' Cardos,Director
Kingpin ,Bobby Farrelly,Director
King's Ransom ,Jeffrey W. Byrd,Director
Kinsey ,Bill Condon,Director
Kiss Kiss Bang Bang ,Shane Black,Director
Kiss of Death ,Barbet Schroeder,Director
Kiss of the Dragon ,Chris Nahon,Director
Kiss the Bride ,C. Jay Cox,Director
Kiss the Girls ,Gary Fleder,Director
Kissing Jessica Stein ,Charles Herman-Wurmfeld,Director
Kit Kittredge: An American Girl ,Patricia Rozema,Director
Kites ,Anurag Basu,Director
Knight and Day ,James Mangold,Director
Knock Off ,Hark Tsui,Director
Knockaround Guys ,Brian Koppelman,Director
Knocked Up ,Judd Apatow,Director
Knowing ,Alex Proyas,Director
K-PAX ,Iain Softley,Director
Krampus ,Michael Dougherty,Director
Krrish ,Rakesh Roshan,Director
Krull ,Peter Yates,Director
Krush Groove ,Michael Schultz,Director
Kundun ,Martin Scorsese,Director
Kung Fu Hustle ,Stephen Chow,Director
Kung Fu Killer ,Teddy Chan,Director
Kung Fu Panda ,Mark Osborne,Director
Kung Fu Panda 2 ,Jennifer Yuh Nelson,Director
Kung Fu Panda 3 ,Alessandro Carloni,Director
Kung Pow: Enter the Fist ,Steve Oedekerk,Director
L!fe Happens ,Kat Coiro,Director
L.A. Confidential ,Curtis Hanson,Director
L.I.E. ,Michael Cuesta,Director
La Bamba ,Luis Valdez,Director
La Famille B lier ,Eric Lartigau,Director
La otra conquista ,Salvador Carrasco,Director
Labor Day ,Jason Reitman,Director
Ladder 49 ,Jay Russell,Director
Lady in the Water ,M. Night Shyamalan,Director
Lady in White ,Frank LaLoggia,Director
Lady Vengeance ,Chan-wook Park,Director
Ladyhawke ,Richard Donner,Director
Lage Raho Munna Bhai ,Rajkumar Hirani,Director
Lake Mungo ,Joel Anderson,Director
Lake of Fire ,Tony Kaye,Director
Lake Placid ,Steve Miner,Director
Lakeview Terrace ,Neil LaBute,Director
Land of the Dead ,George A. Romero,Director
Land of the Lost ,Brad Silberling,Director
Lara Croft Tomb Raider: The Cradle of Life ,Jan de Bont,Director
Lara Croft: Tomb Raider ,Simon West,Director
Larry Crowne ,Tom Hanks,Director
Larry the Cable Guy: Health Inspector ,Trent Cooper,Director
Lars and the Real Girl ,Craig Gillespie,Director
Last Action Hero ,John McTiernan,Director
Last Holiday ,Wayne Wang,Director
Last Orders ,Fred Schepisi,Director
Last Vegas ,Jon Turteltaub,Director
Latter Days ,C. Jay Cox,Director
L'auberge espagnole ,C?dric Klapisch,Director
Law Abiding Citizen ,F. Gary Gray,Director
Lawrence of Arabia ,David Lean,Director
Laws of Attraction ,Peter Howitt,Director
Layer Cake ,Matthew Vaughn,Director
Le Havre ,Aki Kaurism?ki,Director
Leap Year ,Anand Tucker,Director
Leatherheads ,George Clooney,Director
Leaving Las Vegas ,Mike Figgis,Director
Lee Daniels' The Butler ,Lee Daniels,Director
Left Behind ,Vic Armstrong,Director
Left Behind ,Vic Armstrong,Director
Legal Eagles ,Ivan Reitman,Director
Legally Blonde ,Robert Luketic,Director
"Legally Blonde 2: Red, White & Blonde ",Charles Herman-Wurmfeld,Director
Legend ,Brian Helgeland,Director
Legend of Kung Fu Rabbit ,Lijun Sun,Director
Legend of the Guardians: The Owls of Ga'Hoole ,Zack Snyder,Director
Legends of Oz: Dorothy's Return ,Will Finn,Director
Legends of the Fall ,Edward Zwick,Director
Legion ,Scott Stewart,Director
Les couloirs du temps: Les visiteurs II ,Jean-Marie Poir?,Director
Les Mis rables ,Tom Hooper,Director
Les visiteurs ,Jean-Marie Poir?,Director
Let Me In ,Matt Reeves,Director
Lethal Weapon 3 ,Richard Donner,Director
Lethal Weapon 4 ,Richard Donner,Director
Let's Be Cops ,Luke Greenfield,Director
Let's Go to Prison ,Bob Odenkirk,Director
Let's Kill Ward's Wife ,Scott Foley,Director
Letters from Iwo Jima ,Clint Eastwood,Director
Letters to God ,David Nixon,Director
Letters to Juliet ,Gary Winick,Director
Liar Liar ,Tom Shadyac,Director
Licence to Kill ,John Glen,Director
License to Wed ,Ken Kwapis,Director
Lies in Plain Sight ,Patricia Cardoso,Director
Life as a House ,Irwin Winkler,Director
Life During Wartime ,Todd Solondz,Director
Life of Pi ,Ang Lee,Director
Life or Something Like It ,Stephen Herek,Director
Lifeforce ,Tobe Hooper,Director
Light from the Darkroom ,Lance McDaniel,Director
Light It Up ,Craig Bolotin,Director
Light Sleeper ,Paul Schrader,Director
Lights Out ,David F. Sandberg,Director
Like Crazy ,Drake Doremus,Director
Like Mike ,John Schultz,Director
Lilo & Stitch ,Dean DeBlois,Director
Lilya 4-Ever ,Lukas Moodysson,Director
Limbo ,John Sayles,Director
Lincoln ,Steven Spielberg,Director
Lion of the Desert ,Moustapha Akkad,Director
Lions for Lambs ,Robert Redford,Director
Lisa Picard Is Famous ,Griffin Dunne,Director
Listening ,Khalil Sullins,Director
Little Big Top ,Ward Roberts,Director
Little Black Book ,Nick Hurran,Director
Little Boy ,Alejandro Monteverde,Director
Little Children ,Todd Field,Director
Little Fockers ,Paul Weitz,Director
Little Miss Sunshine ,Jonathan Dayton,Director
Little Nicholas ,Laurent Tirard,Director
Little Nicky ,Steven Brill,Director
Little Shop of Horrors ,Frank Oz,Director
Little Voice ,Mark Herman,Director
Little White Lies ,Guillaume Canet,Director
Little Women ,Gillian Armstrong,Director
Littleman ,Keenen Ivory Wayans,Director
Live and Let Die ,Guy Hamilton,Director
Live Free or Die Hard ,Len Wiseman,Director
Live-In Maid ,Jorge Gaggero,Director
Living Dark: The Story of Ted the Caver ,David Hunt,Director
Living Out Loud ,Richard LaGravenese,Director
Loaded Weapon 1 ,Gene Quintano,Director
"Lock, Stock and Two Smoking Barrels ",Guy Ritchie,Director
Locker 13 ,Bruce Dellis,Director
Lockout ,James Mather,Director
Logan's Run ,Michael Anderson,Director
LOL ,Lisa Azuelos,Director
Lolita ,Stanley Kubrick,Director
Lolita ,Stanley Kubrick,Director
London ,Hunter Richards,Director
London Has Fallen ,Babak Najafi,Director
London to Brighton ,Paul Andrew Williams,Director
Lone Star ,John Sayles,Director
Lone Survivor ,Peter Berg,Director
Lone Wolf McQuade ,Steve Carver,Director
Lonesome Jim ,Steve Buscemi,Director
Looney Tunes: Back in Action ,Joe Dante,Director
Looper ,Rian Johnson,Director
Loose Cannons ,Ferzan Ozpetek,Director
Lord of War ,Andrew Niccol,Director
Lords of Dogtown ,Catherine Hardwicke,Director
Lords of London ,Antonio Simoncini,Director
Loser ,Amy Heckerling,Director
Losin' It ,Curtis Hanson,Director
Lost in Space ,Stephen Hopkins,Director
Lost in Translation ,Sofia Coppola,Director
Lost Souls ,Janusz Kaminski,Director
Lottery Ticket ,Erik White,Director
Love & Basketball ,Gina Prince-Bythewood,Director
Love & Other Drugs ,Edward Zwick,Director
Love Actually ,Richard Curtis,Director
Love and Death on Long Island ,Richard Kwietniowski,Director
Love and Other Catastrophes ,Emma-Kate Croghan,Director
Love Happens ,Brandon Camp,Director
Love in the Time of Cholera ,Mike Newell,Director
Love in the Time of Monsters ,Matt Jackson,Director
Love Jones ,Theodore Witcher,Director
Love Letters ,Amy Holden Jones,Director
Love Me Tender ,Robert D. Webb,Director
Love Ranch ,Taylor Hackford,Director
Love Stinks ,Jeff Franklin,Director
Love the Coopers ,Jessie Nelson,Director
Lovely & Amazing ,Nicole Holofcener,Director
"Lovely, Still ",Nicholas Fackler,Director
Love's Abiding Joy ,Michael Landon Jr.,Director
Loving Annabelle ,Katherine Brooks,Director
Lucky Break ,Peter Cattaneo,Director
Lucky Number Slevin ,Paul McGuigan,Director
Lucky Number Slevin ,Paul McGuigan,Director
Lucky Numbers ,Nora Ephron,Director
Lucky You ,Curtis Hanson,Director
Lucy ,Luc Besson,Director
Luminarias ,Jos? Luis Valenzuela,Director
MacGruber ,Jorma Taccone,Director
Machete ,Ethan Maniquis,Director
Machete Kills ,Robert Rodriguez,Director
Machine Gun McCain ,Giuliano Montaldo,Director
Machine Gun Preacher ,Marc Forster,Director
Mad City ,Costa-Gavras,Director
Mad Hot Ballroom ,Marilyn Agrelo,Director
Mad Max ,George Miller,Director
Mad Max 2: The Road Warrior ,George Miller,Director
Mad Max Beyond Thunderdome ,George Miller,Director
Mad Max: Fury Road ,George Miller,Director
Mad Money ,Callie Khouri,Director
Madadayo ,Akira Kurosawa,Director
Madagascar ,Eric Darnell,Director
Madagascar 3: Europe's Most Wanted ,Eric Darnell,Director
Madagascar: Escape 2 Africa ,Eric Darnell,Director
Made ,Jon Favreau,Director
Made in Dagenham ,Nigel Cole,Director
Made of Honor ,Paul Weiland,Director
Madea Goes to Jail ,Tyler Perry,Director
Madea's Family Reunion ,Tyler Perry,Director
