movie_title,duration,gross,imdb_score,budget,title_year
Ghosts of Mississippi,130,13052741.00,6.7,36000000.00,1996
Gigli,121,5660084.00,2.4,54000000.00,2003
Girl 6,108,4903000.00,5,12000000.00,1996
Girl House,99,,5.5,3150000.00,2014
Girl with a Pearl Earring,100,11634362.00,7,,2003
"Girl, Interrupted",127,28871190.00,7.3,24000000.00,1999
Girls Gone Dead,104,,3.5,500000.00,2012
Give Me Shelter,90,,8,250000.00,2014
Gladiator,171,187670866.00,8.5,103000000.00,2000
Glee: The 3D Concert Movie,84,11860839.00,5.4,9000000.00,2011
Glengarry Glen Ross,100,10725228.00,7.8,12500000.00,1992
Glitter,104,4273372.00,2.1,22000000.00,2001
Glory Road,118,42643187.00,7.2,,2006
Glory,122,26830000.00,7.9,18000000.00,1989
Glory,122,26830000.00,7.9,18000000.00,1989
Go for It!,105,178739.00,3.9,2450000.00,2011
Go,102,16842303.00,7.3,6500000.00,1999
Goal! The Dream Begins,118,4280577.00,6.8,10000000.00,2005
Goddess of Love,93,,5.4,,2015
Gods and Generals,280,12870569.00,6.3,56000000.00,2003
Gods and Monsters,105,6390032.00,7.5,3500000.00,1998
God's Not Dead 2,120,20773070.00,3.4,5000000.00,2016
Gods of Egypt,126,31141074.00,5.5,140000000.00,2016
Godsend,102,14334645.00,4.8,25000000.00,2004
Godzilla 2000,99,10037390.00,6,1000000000.00,1999
Godzilla Resurgence,120,,8.2,,2016
Godzilla Resurgence,120,,8.2,,2016
Going the Distance,102,17797316.00,6.3,32000000.00,2010
GoldenEye,130,106635996.00,7.2,58000000.00,1995
Goldfinger,110,51100000.00,7.8,3000000.00,1964
Gomorrah,55,,8.7,,
Gone Girl,149,167735396.00,8.1,61000000.00,2014
Gone in Sixty Seconds,127,101643008.00,6.5,90000000.00,2000
Gone with the Wind,226,198655278.00,8.2,3977000.00,1939
"Gone, Baby, Gone",43,,6.6,,
Good Boy!,87,37566230.00,5.1,17000000.00,2003
Good Bye Lenin!,121,4063859.00,7.7,4800000.00,2003
Good Deeds,110,35010192.00,5.4,,2012
Good Dick,86,15542.00,6.5,,2008
Good Intentions,84,,5.2,10000000.00,2010
Good Kill,102,316842.00,6.4,,2014
Good Luck Chuck,101,35000629.00,5.6,25000000.00,2007
"Good Morning, Vietnam",121,123922370.00,7.3,13000000.00,1987
"Good Night, and Good Luck.",93,31501218.00,7.5,7500000.00,2005
Good Will Hunting,126,138339411.00,8.3,10000000.00,1997
Good,92,23091.00,6.2,15000000.00,2008
Goodfellas,146,46836394.00,8.7,25000000.00,1990
Goosebumps,103,80021740.00,6.4,58000000.00,2015
Goosebumps,103,80021740.00,6.4,58000000.00,2015
Gory Gory Hallelujah,96,11798.00,4.7,100000.00,2003
Gosford Park,131,41300105.00,7.3,19800000.00,2001
Gossip,90,5108820.00,5.9,24000000.00,2000
Gothika,98,59588068.00,5.8,40000000.00,2003
Grabbers,94,,6.3,4000000.00,2012
Grace of Monaco,103,,5.7,30000000.00,2014
Grace Unplugged,102,2507106.00,6.1,,2013
Gracie,95,2955039.00,6.2,9000000.00,2007
Graduation Day,96,,4.5,250000.00,1981
Gran Torino,116,148085755.00,8.2,33000000.00,2008
Grand Theft Parsons,88,,6.1,,2003
Grandma's Boy,90,6088249.00,7,,2006
Grave Encounters,92,,6.1,100000.00,2011
Gravity,91,274084951.00,7.8,100000000.00,2013
Grease,110,181360000.00,7.2,6000000.00,1978
Green Lantern,123,116593191.00,5.6,200000000.00,2011
Green Room,95,3219029.00,7.1,5000000.00,2015
Green Street 3: Never Back Down,93,,5.4,,2013
Green Zone,115,35024475.00,6.9,100000000.00,2010
Gremlins 2: The New Batch,106,41482207.00,6.3,50000000.00,1990
Gremlins,106,148170000.00,7.2,11000000.00,1984
Gridiron Gang,125,38432823.00,6.9,30000000.00,2006
Griff the Invisible,90,,6.1,,2010
Grindhouse,189,25031037.00,7.6,53000000.00,2007
Groove,86,1114943.00,6.5,500000.00,2000
Grosse Pointe Blank,107,28014536.00,7.4,15000000.00,1997
Groundhog Day,101,70906973.00,8.1,14600000.00,1993
Growing Up Smith,102,,8.2,2000000.00,2015
Grown Ups 2,101,133668525.00,5.4,80000000.00,2013
Grown Ups,102,162001186.00,6,80000000.00,2010
Grudge Match,113,29802761.00,6.4,40000000.00,2013
Guardians of the Galaxy,121,333130696.00,8.1,170000000.00,2014
Guess Who,105,67962333.00,5.9,35000000.00,2005
Guiana 1838,120,227241.00,7.4,,2004
Gulliver's Travels,85,42776259.00,4.9,112000000.00,2010
Gun Shy,101,1631839.00,5.7,10000000.00,2000
Gunless,89,,6.5,10000000.00,2010
H.,93,,6.3,,2014
Hachi: A Dog's Tale,93,,8.1,16000000.00,2009
Hackers,107,7564000.00,6.2,20000000.00,1995
"Hail, Caesar!",106,29997095.00,6.4,22000000.00,2016
Hairspray,117,118823091.00,6.7,75000000.00,2007
Half Baked,82,17278980.00,6.7,8000000.00,1998
Half Nelson,106,2694973.00,7.2,700000.00,2006
Half Past Dead,98,15361537.00,4.6,13000000.00,2002
Hall Pass,111,45045037.00,5.9,36000000.00,2011
Halloween 4: The Return of Michael Myers,88,17768000.00,5.9,5000000.00,1988
Halloween 5,96,11642254.00,5.2,3000000.00,1989
Halloween II,119,33386128.00,4.9,15000000.00,2009
Halloween II,119,33386128.00,4.9,15000000.00,2009
Halloween III: Season of the Witch,98,14400000.00,4.6,2500000.00,1982
Halloween: Resurrection,94,30259652.00,4.1,15000000.00,2002
Halloween: The Curse of Michael Myers,93,15126948.00,4.9,5000000.00,1995
Halloween,101,47000000.00,7.9,300000.00,1978
Halloween,101,47000000.00,7.9,300000.00,1978
Halloween,101,47000000.00,7.9,300000.00,1978
Hamlet 2,92,4881867.00,6.4,9000000.00,2008
Hamlet,150,4414535.00,7.8,18000000.00,1996
Hamlet,150,4414535.00,7.8,18000000.00,1996
Hancock,102,227946274.00,6.4,150000000.00,2008
Hands of Stone,105,,7.2,20000000.00,2016
Hang 'Em High,114,,7,1800000.00,1968
Hanging Up,94,36037909.00,4.7,60000000.00,2000
Hanna,111,40247512.00,6.8,30000000.00,2011
Hannah Montana: The Movie,102,79566871.00,4.2,30000000.00,2009
Hannibal Rising,131,27667947.00,6.2,50000000.00,2007
Hannibal,44,,8.6,,
Hansel & Gretel Get Baked,86,,4.3,4500000.00,2013
Hansel & Gretel: Witch Hunters,98,55682070.00,6.1,50000000.00,2013
Happily N'Ever After,75,15519841.00,4.5,47000000.00,2006
Happiness,134,3000000.00,7.8,3000000.00,1998
Happy Christmas,82,30084.00,5.6,70000.00,2014
Happy Feet 2,100,63992328.00,5.9,135000000.00,2011
Happy Feet,108,197992827.00,6.5,100000000.00,2006
Happy Gilmore,92,38624000.00,7,12000000.00,1996
Happy Valley,58,,8.5,,
"Happy, Texas",98,1943649.00,6.3,1700000.00,1999
Hard Candy,104,1007962.00,7.1,950000.00,2005
Hard Rain,97,19819494.00,5.8,70000000.00,1998
Hard to Be a God,177,,6.7,7000000.00,2013
Hardball,106,40219708.00,6.3,21000000.00,2001
Hardflip,112,96734.00,5.6,1000000.00,2012
Harley Davidson and the Marlboro Man,98,7434726.00,6,23000000.00,1991
Harlock: Space Pirate,115,,6.5,30000000.00,2013
Harold & Kumar Escape from Guantanamo Bay,102,38087366.00,6.6,12000000.00,2008
Harold & Kumar Go to White Castle,88,18225165.00,7.1,9000000.00,2004
Harper,121,,7,3500000.00,1966
Harriet the Spy,100,26539321.00,5.9,13000000.00,1996
Harrison Montgomery,95,,7.4,850000.00,2008
Harry Brown,97,1818681.00,7.2,7300000.00,2009
Harry Potter and the Chamber of Secrets,174,261970615.00,7.4,100000000.00,2002
Harry Potter and the Deathly Hallows: Part I,,,6.4,,2010
Harry Potter and the Deathly Hallows: Part II,,,7.5,,2011
Harry Potter and the Goblet of Fire,157,289994397.00,7.6,150000000.00,2005
Harry Potter and the Half-Blood Prince,153,301956980.00,7.5,250000000.00,2009
Harry Potter and the Order of the Phoenix,138,292000866.00,7.5,150000000.00,2007
Harry Potter and the Prisoner of Azkaban,142,249358727.00,7.8,130000000.00,2004
Harry Potter and the Sorcerer's Stone,159,317557891.00,7.5,125000000.00,2001
Harsh Times,116,3335839.00,7,2000000.00,2005
Hart's War,125,19076815.00,6.3,60000000.00,2002
Harvard Man,99,56007.00,4.9,5500000.00,2001
Hatchet,93,,5.7,1500000.00,2006
Hav Plenty,84,2301777.00,6.5,650000.00,1997
Hayride,93,,3.4,60000.00,2012
Haywire,93,18934858.00,5.8,23000000.00,2011
He Got Game,136,21554585.00,6.9,25000000.00,1998
Head of State,95,37788228.00,5.4,35200000.00,2003
Head Over Heels,86,10397365.00,5.4,14000000.00,2001
Headhunters,100,1196752.00,7.6,30300000.00,2011
Heartbeeps,78,,4.2,10000000.00,1981
Heartbreakers,123,40334024.00,6.2,35000000.00,2001
Hearts in Atlantis,101,24185781.00,6.9,31000000.00,2001
Heaven Is for Real,99,91443253.00,5.8,12000000.00,2014
Heavenly Creatures,108,3049135.00,7.4,5000000.00,1994
Heaven's Gate,325,1500000.00,6.8,44000000.00,1980
Heavy Metal,90,,6.7,9300000.00,1981
Hedwig and the Angry Inch,95,3029081.00,7.8,6000000.00,2001
Heist,93,,6.1,19000000.00,2015
Heist,93,,6.1,19000000.00,2015
Held Up,89,4692814.00,5.1,8000000.00,1999
Heli,105,,6.8,1000000.00,2013
Hellboy II: The Golden Army,120,75754670.00,7,85000000.00,2008
Hellboy,132,59035104.00,6.8,66000000.00,2004
Hellraiser,86,14564027.00,7,1000000.00,1987
Hell's Angels,96,,7.8,3950000.00,1930
Henry & Me,67,,6.7,10000000.00,2014
Henry V,137,10161099.00,7.7,9000000.00,1989
Her Cry: La Llorona Investigation,89,,5.4,60000.00,2013
Her,126,25556065.00,8,23000000.00,2013
Herbie Fully Loaded,101,66002004.00,4.7,50000000.00,2005
Hercules,101,72660029.00,6,100000000.00,2014
Hercules,101,72660029.00,6,100000000.00,2014
Here Comes the Boom,105,45290318.00,6.5,42000000.00,2012
Here on Earth,96,10494147.00,5.1,15000000.00,2000
Hereafter,129,32741596.00,6.5,50000000.00,2010
Hero,80,84961.00,7.9,31000000.00,2002
Hero,80,84961.00,7.9,31000000.00,2002
Heroes of Dirt,98,,7.1,,2015
Heroes,60,,7.7,,
He's Just Not That Into You,129,93952276.00,6.4,40000000.00,2009
Hesher,106,382946.00,7.1,7000000.00,2010
Hey Arnold! The Movie,76,13684949.00,5.9,3000000.00,2002
Hidalgo,136,67286731.00,6.7,100000000.00,2004
Hidden Away,96,,7.2,,2014
Hide and Seek,101,51097664.00,5.9,30000000.00,2005
High Anxiety,94,,6.7,3400000.00,1977
High Crimes,115,41543207.00,6.3,42000000.00,2002
High Fidelity,113,27277055.00,7.6,20000000.00,2000
High Heels and Low Lifes,86,226792.00,6.2,10000000.00,2001
High Noon,85,,8.1,750000.00,1952
High Plains Drifter,105,,7.6,5500000.00,1973
High Road,87,,5.4,,2011
High School Musical 2,111,,4.8,7000000.00,2007
High School Musical 3: Senior Year,112,90556401.00,4.5,11000000.00,2008
High School Musical,98,,5.2,4200000.00,2006
High Tension,89,3645438.00,6.8,2200000.00,2003
Higher Ground,109,841206.00,6.3,,2011
Highlander: Endgame,101,12801190.00,4.6,15000000.00,2000
Highlander: The Final Dimension,99,13829734.00,4.3,26000000.00,1994
Highlander,110,5900000.00,7.2,16000000.00,1986
Highway,97,,6.3,14000000.00,2002
History of the World: Part I,92,,6.9,11000000.00,1981
History of the World: Part I,92,,6.9,11000000.00,1981
Hit and Run,100,13746550.00,6.1,2000000.00,2012
Hit the Floor,60,,7,,
Hitch,118,177575142.00,6.6,70000000.00,2005
Hitman,94,39687528.00,6.3,24000000.00,2007
Hits,96,,5.8,1000000.00,2014
Hobo with a Shotgun,86,703002.00,6.1,3000000.00,2011
Hocus Pocus,96,39514713.00,6.7,28000000.00,1993
Hoffa,140,24276500.00,6.6,35000000.00,1992
Holes,117,67325559.00,7.1,20000000.00,2003
Hollow Man,119,73209340.00,5.7,95000000.00,2000
Hollywood Ending,112,4839383.00,6.6,16000000.00,2002
Hollywood Homicide,116,30013346.00,5.3,75000000.00,2003
Hollywood Shuffle,81,5228617.00,7,100000.00,1987
Holy Man,114,12065985.00,4.9,60000000.00,1998
Holy Motors,115,,7.1,,2012
Home Alone 2: Lost in New York,120,173585516.00,6.6,18000000.00,1992
Home Alone,103,285761243.00,7.5,18000000.00,1990
Home for the Holidays,103,17518220.00,6.6,20000000.00,1995
Home Fries,91,10443316.00,5,15000000.00,1998
Home Movies,22,,8.2,,
Home on the Range,76,50026353.00,5.4,110000000.00,2004
Home Run,113,2859955.00,6,1200000.00,2013
Home,94,177343675.00,6.7,135000000.00,2015
Home,94,177343675.00,6.7,135000000.00,2015
Home,94,177343675.00,6.7,135000000.00,2015
Homefront,100,19783777.00,6.5,22000000.00,2013
Honey,94,30222640.00,5.3,25000000.00,2003
Hoodwinked Too! Hood vs. Evil,86,10134754.00,4.8,30000000.00,2011
Hoodwinked!,80,51053787.00,6.5,17500000.00,2005
Hook,142,119654900.00,6.7,70000000.00,1991
Hoop Dreams,170,7830611.00,8.3,700000.00,1994
Hoot,91,8080116.00,5.6,15000000.00,2006
Hop,95,108012170.00,5.5,63000000.00,2011
Hope Floats,114,60033780.00,5.9,30000000.00,1998
Hope Springs,100,63536011.00,6.3,30000000.00,2012
Horrible Bosses 2,116,54414716.00,6.3,42000000.00,2014
Horrible Bosses,106,117528646.00,6.9,35000000.00,2011
Horse Camp,108,,6.6,250000.00,2014
Hostage,113,34636443.00,6.6,52000000.00,2005
Hostel: Part II,94,17544812.00,5.4,10000000.00,2007
Hostel,93,47277326.00,5.9,4800000.00,2005
Hot Fuzz,121,23618786.00,7.9,8000000.00,2007
Hot Pursuit,87,34507079.00,5.1,35000000.00,2015
Hot Rod,88,13920741.00,6.7,,2007
Hot Tub Time Machine 2,99,12282677.00,5.1,14000000.00,2015
Hot Tub Time Machine,101,50213619.00,6.4,36000000.00,2010
Hotel for Dogs,100,73023275.00,5.4,35000000.00,2009
Hotel Rwanda,121,23472900.00,8.1,17500000.00,2004
Hotel Transylvania 2,89,169692572.00,6.7,80000000.00,2015
Hotel Transylvania,91,148313048.00,7.1,85000000.00,2012
House at the End of the Drive,91,,6.9,1400000.00,2014
House at the End of the Street,101,31607598.00,5.6,6900000.00,2012
House of 1000 Corpses,105,12583510.00,6,7000000.00,2003
House of D,96,371081.00,7,6000000.00,2004
House of Flying Daggers,119,11041228.00,7.6,100000000.00,2004
House of Sand and Fog,126,13005485.00,7.6,15000000.00,2003
House of Sand,115,,7.5,8000000.00,2005
House of Wax,108,32048809.00,5.3,30000000.00,2005
House of Wax,108,32048809.00,5.3,30000000.00,2005
House on Haunted Hill,93,40846082.00,5.6,19000000.00,1999
House Party 2,94,19281235.00,5.1,5000000.00,1991
Housebound,107,,6.8,350000.00,2014
Housefull,144,1165104.00,5.3,,2010
How Do You Know,121,30212620.00,5.3,120000000.00,2010
How Green Was My Valley,118,,7.8,1250000.00,1941
How High,93,31155435.00,6.2,12000000.00,2001
How She Move,94,7070459.00,3.3,,2007
How Stella Got Her Groove Back,124,37672350.00,5.5,20000000.00,1998
How the Grinch Stole Christmas,110,260031035.00,6,123000000.00,2000
How to Be a Player,93,13960203.00,5.3,,1997
How to Be Single,110,46813366.00,6.1,38000000.00,2016
How to Deal,101,14108518.00,5.7,16000000.00,2003
How to Fall in Love,84,,6.3,4000000.00,2012
How to Lose a Guy in 10 Days,116,105807520.00,6.4,50000000.00,2003
How to Lose Friends & Alienate People,110,2775593.00,6.5,27000000.00,2008
How to Train Your Dragon 2,102,176997107.00,7.9,145000000.00,2014
How to Train Your Dragon,98,217387997.00,8.2,165000000.00,2010
Howard the Duck,110,16295774.00,4.6,35000000.00,1986
Howards End,140,25967000.00,7.5,,1992
Howl's Moving Castle,119,4710455.00,8.2,24000000.00,2004
Hud,112,,7.9,2500000.00,1963
Hudson Hawk,100,17218080.00,5.7,70000000.00,1991
Hugo,126,73820094.00,7.5,170000000.00,2011
Hulk,138,132122995.00,5.7,137000000.00,2003
Hum To Mohabbat Karega,,,2.8,,2000
Human Traffic,99,104257.00,7.1,2200000.00,1999
Hurricane Streets,86,334041.00,6.5,500000.00,1997
Hustle & Flow,116,22201636.00,7.4,8000000.00,2005
I Am Legend,104,256386216.00,7.2,150000000.00,2007
I Am Love,120,5004648.00,7,10000000.00,2009
I Am Number Four,109,55092830.00,6.1,60000000.00,2011
I Am Sam,132,40270895.00,7.6,22000000.00,2001
I Am Wrath,92,,5.2,18000000.00,2016
I Can Do Bad All by Myself,113,51697449.00,4.1,13000000.00,2009
I Come with the Rain,114,,5.5,18000000.00,2009
I Don't Know How She Does It,89,9639242.00,4.9,24000000.00,2011
I Dreamed of Africa,114,6543194.00,5.6,34000000.00,2000
I Got the Hook Up,93,10305534.00,3.9,3500000.00,1998
I Heart Huckabees,107,12784713.00,6.7,22000000.00,2004
I Hope They Serve Beer in Hell,105,1425993.00,5.3,,2009
I Know What You Did Last Summer,99,72219395.00,5.6,17000000.00,1997
I Love You Phillip Morris,102,2035566.00,6.6,13000000.00,2009
"I Love You, Beth Cooper",102,14793904.00,5.3,18000000.00,2009
"I Love You, Don't Touch Me!",86,33598.00,5.4,,1997
"I Love You, Man",105,71347010.00,7.1,40000000.00,2009
I Love Your Work,111,2580.00,5.4,1650000.00,2003
I Married a Strange Person!,75,203134.00,7,250000.00,1997
I Origins,106,334658.00,7.3,,2014
I Served the King of England,113,617228.00,7.4,84450000.00,2006
I Spit on Your Grave,105,92401.00,6.3,2000000.00,2010
I Spy,97,33105600.00,5.4,70000000.00,2002
I Still Know What You Did Last Summer,100,39989008.00,4.6,24000000.00,1998
I Think I Love My Wife,94,12550242.00,5.5,,2007
I Want Someone to Eat Cheese With,80,194568.00,6.2,1500000.00,2006
I Want Your Money,92,425899.00,5.1,400000.00,2010
"I, Frankenstein",92,19059018.00,5.1,65000000.00,2014
"I, Robot",115,144795350.00,7.1,120000000.00,2004
Ice Age: Continental Drift,88,161317423.00,6.6,95000000.00,2012
Ice Age: Dawn of the Dinosaurs,94,196573705.00,7,90000000.00,2009
Ice Age: The Meltdown,115,195329763.00,6.9,80000000.00,2006
Ice Age,103,176387405.00,7.6,59000000.00,2002
Ice Princess,98,24381334.00,6,,2005
Ida,82,3826455.00,7.4,,2013
Identity Thief,120,134455175.00,5.7,35000000.00,2013
Identity,91,51475962.00,7.3,30000000.00,2003
Idiocracy,84,438653.00,6.6,,2006
Idle Hands,92,4002955.00,6.2,20000000.00,1999
Idlewild,121,12549485.00,6.2,15000000.00,2006
If I Stay,107,50461335.00,6.8,11000000.00,2014
Igby Goes Down,99,4681503.00,7,9000000.00,2002
Iguana,97,,6.2,3000000.00,1988
Illuminata,119,836641.00,6.2,,1998
I'm Not There.,135,4001121.00,7,20000000.00,2007
Imaginary Heroes,111,228524.00,7.3,4000000.00,2004
Imagine Me & You,90,671240.00,6.9,7900000.00,2005
Imagine That,107,16088610.00,5.6,55000000.00,2009
Immortals,110,83503161.00,6.1,75000000.00,2011
Impact Point,90,,4.3,2200000.00,2008
Impostor,102,6114237.00,6.2,40000000.00,2001
In & Out,90,63826569.00,6.3,35000000.00,1997
In Bruges,107,7757130.00,8,15000000.00,2008
In Cold Blood,134,,8,3500000.00,1967
In Dreams,100,11900000.00,5.5,30000000.00,1999
In Good Company,109,45489752.00,6.5,26000000.00,2004
In Her Line of Fire,88,721.00,4.1,1000000.00,2006
In the Bedroom,138,35918429.00,7.5,1700000.00,2001
In the Company of Men,97,2856622.00,7.3,25000.00,1997
In the Cut,113,4717455.00,5.3,12000000.00,2003
In the Heart of the Sea,122,24985612.00,7,100000000.00,2015
In the Heat of the Night,60,,7.4,,
In the Land of Blood and Honey,127,301305.00,4.3,13000000.00,2011
In the Land of Women,97,11043445.00,6.5,10000000.00,2007
In the Name of the King: A Dungeon Siege Tale,156,4535117.00,3.8,60000000.00,2007
In the Name of the King: The Last Job,86,,3.3,3500000.00,2014
In the Shadow of the Moon,100,1134049.00,8.1,2000000.00,2007
In the Valley of Elah,121,6777589.00,7.2,,2007
In Time,109,37553932.00,6.7,40000000.00,2011
In Too Deep,95,14003141.00,6.1,7000000.00,1999
Incendies,139,6857096.00,8.2,6800000.00,2010
Inception,148,292568851.00,8.8,160000000.00,2010
Inchon,140,,2.7,48000000.00,1981
Incident at Loch Ness,94,36830.00,6.6,1400000.00,2004
Independence Day: Resurgence,120,102315545.00,5.5,165000000.00,2016
Independence Day,154,306124059.00,6.9,75000000.00,1996
Independence Daysaster,90,,3.4,1800000.00,2013
Indiana Jones and the Kingdom of the Crystal Skull,122,317011114.00,6.2,185000000.00,2008
Indiana Jones and the Last Crusade,127,197171806.00,8.3,48000000.00,1989
Indiana Jones and the Temple of Doom,118,179870271.00,7.6,28000000.00,1984
Indie Game: The Movie,103,,7.7,100000.00,2012
Indignation,110,560512.00,7.8,,2016
Inescapable,93,4063.00,5.2,4000000.00,2012
Infamous,118,1150403.00,7.1,13000000.00,2006
Inglourious Basterds,153,120523073.00,8.3,75000000.00,2009
Inherent Vice,148,8093318.00,6.7,20000000.00,2014
Ink,107,,7,,2009
Inkheart,106,17281832.00,6.1,60000000.00,2008
Inside Deep Throat,89,653621.00,6.8,2000000.00,2005
Inside Job,105,4311834.00,8.3,,2010
Inside Llewyn Davis,104,13214255.00,7.4,11000000.00,2013
Inside Man,129,88504640.00,7.6,45000000.00,2006
Inside Out,95,356454367.00,8.3,175000000.00,2015
Insidious: Chapter 2,106,83574831.00,6.6,5000000.00,2013
Insidious: Chapter 3,97,52200504.00,6.1,10000000.00,2015
Insidious,103,53991137.00,6.8,1500000.00,2010
Insomnia Manica,127,,5.8,500000.00,2005
Insomnia,118,67263182.00,7.2,46000000.00,2002
Inspector Gadget,110,97360069.00,4.1,75000000.00,1999
Instinct,126,34098563.00,6.5,55000000.00,1999
Instructions Not Included,115,44456509.00,7.6,5000000.00,2013
Insurgent,119,129995817.00,6.3,110000000.00,2015
Interstellar,169,187991439.00,8.6,165000000.00,2014
Interview with the Assassin,88,47329.00,6.6,750000.00,2002
Interview with the Vampire: The Vampire Chronicles,123,105264608.00,7.6,60000000.00,1994
Into the Blue,110,18472363.00,5.8,50000000.00,2005
Into the Grizzly Maze,94,,5.3,10000000.00,2015
Into the Storm,89,47553512.00,5.8,50000000.00,2014
Into the Wild,148,18352454.00,8.2,15000000.00,2007
