movie,cast,Role
Imagine Me & You ,Celia Imrie,actor
Imagine That ,Stephen Root,actor
Immortals ,Henry Cavill,actor
Impact Point ,Brian Austin Green,actor
Impostor ,Gary Dourdan,actor
In & Out ,Tom Selleck,actor
In Bruges ,Elizabeth Berrington,actor
In Cold Blood ,John Forsythe,actor
In Dreams ,Robert Downey Jr.,actor
In Good Company ,Scarlett Johansson,actor
In Her Line of Fire ,David Keith,actor
In the Bedroom ,Tom Wilkinson,actor
In the Company of Men ,Stacy Edwards,actor
In the Cut ,Jennifer Jason Leigh,actor
In the Heart of the Sea ,Chris Hemsworth,actor
In the Heat of the Night             ,Carroll O'Connor,actor
In the Land of Blood and Honey ,Jelena Jovanova,actor
In the Land of Women ,Kristen Stewart,actor
In the Name of the King: A Dungeon Siege Tale ,Jason Statham,actor
In the Name of the King: The Last Job ,Bashar Rahal,actor
In the Shadow of the Moon ,John F. Kennedy,actor
In the Valley of Elah ,James Franco,actor
In Time ,Matt Bomer,actor
In Too Deep ,LL Cool J,actor
Incendies ,Lubna Azabal,actor
Inception ,Leonardo DiCaprio,actor
Inchon ,Laurence Olivier,actor
Incident at Loch Ness ,Zak Penn,actor
Independence Day ,Will Smith,actor
Independence Day: Resurgence ,Vivica A. Fox,actor
Independence Daysaster ,Tom Everett Scott,actor
Indiana Jones and the Kingdom of the Crystal Skull ,Harrison Ford,actor
Indiana Jones and the Last Crusade ,Harrison Ford,actor
Indiana Jones and the Temple of Doom ,Harrison Ford,actor
Indie Game: The Movie ,Jonathan Blow,actor
Indignation ,Logan Lerman,actor
Inescapable ,Saad Siddiqui,actor
Infamous ,Toby Jones,actor
Inglourious Basterds ,Michael Fassbender,actor
Inherent Vice ,Martin Dew,actor
Ink ,Eme Ikwuakor,actor
Inkheart ,Brendan Fraser,actor
Inside Deep Throat ,Hugh M. Hefner,actor
Inside Job ,Matt Damon,actor
Inside Llewyn Davis ,Justin Timberlake,actor
Inside Man ,Denzel Washington,actor
Inside Out ,Amy Poehler,actor
Insidious ,Lin Shaye,actor
Insidious: Chapter 2 ,Lin Shaye,actor
Insidious: Chapter 3 ,Lin Shaye,actor
Insomnia ,Al Pacino,actor
Insomnia Manica ,Daston Kalili,actor
Inspector Gadget ,Matthew Broderick,actor
Instinct ,Anthony Hopkins,actor
Instructions Not Included ,Eugenio Derbez,actor
Insurgent ,Kate Winslet,actor
Interstellar ,Matthew McConaughey,actor
Interview with the Assassin ,Raymond J. Barry,actor
Interview with the Vampire: The Vampire Chronicles ,Brad Pitt,actor
Into the Blue ,Paul Walker,actor
Into the Grizzly Maze ,Scott Glenn,actor
Into the Storm ,Matt Walsh,actor
Into the Wild ,Kristen Stewart,actor
Into the Woods ,Johnny Depp,actor
Intolerable Cruelty ,Cedric the Entertainer,actor
Intolerance: Love's Struggle Throughout the Ages ,Lillian Gish,actor
Invaders from Mars ,Louise Fletcher,actor
Invasion U.S.A. ,Billy Drago,actor
Invictus ,Matt Damon,actor
Ip Man 3 ,Mike Tyson,actor
Ira & Abby ,Frances Conroy,actor
Iraq for Sale: The War Profiteers ,Scott Helvenston,actor
Iris ,Kate Winslet,actor
Iron Man ,Robert Downey Jr.,actor
Iron Man 2 ,Robert Downey Jr.,actor
Iron Man 3 ,Robert Downey Jr.,actor
Ironclad ,Jason Flemyng,actor
Irreplaceable ,Fran?ois Cluzet,actor
Irreversible ,Philippe Nahon,actor
Ishtar ,Carol Kane,actor
Isn't She Great ,Stockard Channing,actor
It Follows ,Maika Monroe,actor
It Happened One Night ,Claudette Colbert,actor
"It's a Mad, Mad, Mad, Mad World ",Jonathan Winters,actor
It's a Wonderful Afterlife ,Sendhil Ramamurthy,actor
It's a Wonderful Life ,Donna Reed,actor
It's All Gone Pete Tong ,Paul Kaye,actor
It's Always Sunny in Philadelphia             ,Rob McElhenney,actor
It's Complicated ,Meryl Streep,actor
It's Kind of a Funny Story ,Zo? Kravitz,actor
J. Edgar ,Leonardo DiCaprio,actor
Jab Tak Hai Jaan ,Shah Rukh Khan,actor
Jack and Jill ,Al Pacino,actor
Jack Brooks: Monster Slayer ,Rachel Skarsten,actor
Jack Reacher ,Tom Cruise,actor
Jack Reacher ,Tom Cruise,actor
Jack Ryan: Shadow Recruit ,Colm Feore,actor
Jack the Giant Slayer ,Eddie Marsan,actor
Jackass 3D ,Bam Margera,actor
Jackass Number Two ,Bam Margera,actor
Jackass: The Movie ,Bam Margera,actor
Jackie Brown ,Robert De Niro,actor
Jade ,Michael Biehn,actor
Jakob the Liar ,Robin Williams,actor
Jane Got a Gun ,Natalie Portman,actor
Jarhead ,Jake Gyllenhaal,actor
Jason Bourne ,Matt Damon,actor
Jason Goes to Hell: The Final Friday ,Kane Hodder,actor
Jason Lives: Friday the 13th Part VI ,Tony Goldwyn,actor
Jason X ,Peter Mensah,actor
Jawbreaker ,Julie Benz,actor
Jaws ,Roy Scheider,actor
Jaws 2 ,Roy Scheider,actor
Jaws: The Revenge ,Judith Barsi,actor
Jay and Silent Bob Strike Back ,Will Ferrell,actor
Jeepers Creepers ,Eileen Brennan,actor
Jeepers Creepers II ,Nicki Aycox,actor
"Jeff, Who Lives at Home ",Judy Greer,actor
Jefferson in Paris ,Seth Gilliam,actor
Jekyll and Hyde... Together Again ,Cassandra Peterson,actor
Jennifer's Body ,J.K. Simmons,actor
Jerry Maguire ,Tom Cruise,actor
Jersey Boys ,Johnny Cannizzaro,actor
Jersey Girl ,Stephen Root,actor
Jesse             ,Eric Lloyd,actor
Jesus People ,Victoria Jackson,actor
Jesus' Son ,Billy Crudup,actor
JFK ,Sally Kirkland,actor
Jimmy and Judy ,Nicole Randall Johnson,actor
Jimmy Neutron: Boy Genius ,Martin Short,actor
Jindabyne ,John Howard,actor
Jingle All the Way ,Jim Belushi,actor
Joe ,Nicolas Cage,actor
Joe Dirt ,Brittany Daniel,actor
Joe Somebody ,Jim Belushi,actor
John Carter ,Daryl Sabara,actor
John Q ,Denzel Washington,actor
Johnny English ,Kevin McNally,actor
Johnny English Reborn ,Daniel Kaluuya,actor
Johnny Suede ,Brad Pitt,actor
Johnson Family Vacation ,Vanessa Williams,actor
Jonah Hex ,Michael Fassbender,actor
Jonah: A VeggieTales Movie ,Phil Vischer,actor
Josie and the Pussycats ,Rosario Dawson,actor
Journey 2: The Mysterious Island ,Josh Hutcherson,actor
Journey from the Fall ,Long Nguyen,actor
Journey to Saturn ,Iben Hjejle,actor
Journey to the Center of the Earth ,Josh Hutcherson,actor
Joy ,Jennifer Lawrence,actor
Joy Ride ,Paul Walker,actor
Joyeux Noel ,Gary Lewis,actor
Joyful Noise ,Dolly Parton,actor
Judgment at Nuremberg ,Maximilian Schell,actor
Julia ,Meryl Streep,actor
Julie & Julia ,Meryl Streep,actor
Julija in alfa Romeo ,Dario Nozic Serini,actor
Jumper ,Kristen Stewart,actor
Jumping the Broom ,Gary Dourdan,actor
Jungle Shuffle ,Drake Bell,actor
Juno ,J.K. Simmons,actor
Juno ,J.K. Simmons,actor
Jupiter Ascending ,Channing Tatum,actor
Jurassic Park ,Wayne Knight,actor
Jurassic Park III ,Michael Jeter,actor
Jurassic World ,Bryce Dallas Howard,actor
Just Go with It ,Adam Sandler,actor
Just Like Heaven ,Jon Heder,actor
Just Looking ,Gretchen Mol,actor
Just Married ,Taran Killam,actor
Just My Luck ,Samaire Armstrong,actor
Just Visiting ,Bridgette Wilson-Sampras,actor
Just Wright ,Common,actor
Justin Bieber: Never Say Never ,Usher Raymond,actor
Juwanna Mann ,Vivica A. Fox,actor
K-19: The Widowmaker ,Liam Neeson,actor
Kabhi Alvida Naa Kehna ,Shah Rukh Khan,actor
Kama Sutra: A Tale of Love ,Indira Varma,actor
Kangaroo Jack ,Estella Warren,actor
Kansas City ,Steve Buscemi,actor
Karachi se Lahore ,Rasheed Naz,actor
Kate & Leopold ,Hugh Jackman,actor
Katy Perry: Part of Me ,Lexie Contursi,actor
Keanu ,Nia Long,actor
Keeping the Faith ,Lisa Edelstein,actor
Keeping Up with the Steins ,Miranda Cosgrove,actor
Kevin Hart: Laugh at My Pain ,Isaac C. Singleton Jr.,actor
Kevin Hart: Let Me Explain ,David Jason Perez,actor
Khiladi 786 ,Asin,actor
Khumba ,Liam Neeson,actor
Kick-Ass ,Elizabeth McGovern,actor
Kick-Ass 2 ,Chlo? Grace Moretz,actor
Kickboxer: Vengeance ,Matthew Ziff,actor
Kicking & Screaming ,Josh Hutcherson,actor
Kicks ,Tina Gilton,actor
Kids ,Rosario Dawson,actor
Kill Bill: Vol. 1 ,David Carradine,actor
Kill Bill: Vol. 2 ,Vivica A. Fox,actor
Kill List ,MyAnna Buring,actor
Kill the Messenger ,Jeremy Renner,actor
Killer Elite ,Jason Statham,actor
Killer Joe ,Matthew McConaughey,actor
Killers ,Tom Selleck,actor
Killing Them Softly ,Brad Pitt,actor
Killing Zoe ,Eric Stoltz,actor
Kindergarten Cop ,Richard Tyson,actor
King Kong ,Naomi Watts,actor
King Kong ,Naomi Watts,actor
King Kong ,Naomi Watts,actor
Kingdom of Heaven ,Liam Neeson,actor
Kingdom of the Spiders ,Woody Strode,actor
Kingpin ,Bill Murray,actor
King's Ransom ,Donald Faison,actor
Kinsey ,Liam Neeson,actor
Kiss Kiss Bang Bang ,Robert Downey Jr.,actor
Kiss of Death ,Nicolas Cage,actor
Kiss of the Dragon ,Jet Li,actor
Kiss the Bride ,Tori Spelling,actor
Kiss the Girls ,Morgan Freeman,actor
Kissing Jessica Stein ,Scott Cohen,actor
Kit Kittredge: An American Girl ,Julia Ormond,actor
Kites ,B?rbara Mori,actor
Knight and Day ,Tom Cruise,actor
Knock Off ,Paul Sorvino,actor
Knockaround Guys ,Vin Diesel,actor
Knocked Up ,Harold Ramis,actor
Knowing ,Nicolas Cage,actor
K-PAX ,Kevin Spacey,actor
Krampus ,Adam Scott,actor
Krrish ,Naseeruddin Shah,actor
Krull ,Liam Neeson,actor
Krush Groove ,Blair Underwood,actor
Kundun ,Tenzin Thuthob Tsarong,actor
Kung Fu Hustle ,Shengyi Huang,actor
Kung Fu Killer ,Siu-Wong Fan,actor
Kung Fu Panda ,Angelina Jolie Pitt,actor
Kung Fu Panda 2 ,Angelina Jolie Pitt,actor
Kung Fu Panda 3 ,J.K. Simmons,actor
Kung Pow: Enter the Fist ,Steve Oedekerk,actor
L!fe Happens ,Justin Kirk,actor
L.A. Confidential ,Kevin Spacey,actor
L.I.E. ,Adam LeFevre,actor
La Bamba ,Esai Morales,actor
La Famille B lier ,Karin Viard,actor
La otra conquista ,Elpidia Carrillo,actor
Labor Day ,J.K. Simmons,actor
Ladder 49 ,Billy Burke,actor
Lady in the Water ,Bryce Dallas Howard,actor
Lady in White ,Alex Rocco,actor
Lady Vengeance ,Min-sik Choi,actor
Ladyhawke ,Matthew Broderick,actor
Lage Raho Munna Bhai ,Vidya Balan,actor
Lake Mungo ,Talia Zucker,actor
Lake of Fire ,Noam Chomsky,actor
Lake Placid ,Oliver Platt,actor
Lakeview Terrace ,Jay Hernandez,actor
Land of the Dead ,Tony Nappo,actor
Land of the Lost ,Will Ferrell,actor
Lara Croft Tomb Raider: The Cradle of Life ,Gerard Butler,actor
Lara Croft: Tomb Raider ,Angelina Jolie Pitt,actor
Larry Crowne ,Tom Hanks,actor
Larry the Cable Guy: Health Inspector ,Thomas F. Wilson,actor
Lars and the Real Girl ,Ryan Gosling,actor
Last Action Hero ,F. Murray Abraham,actor
Last Holiday ,LL Cool J,actor
Last Man Standing             ,Hector Elizondo,actor
Last Orders ,Bob Hoskins,actor
Last Vegas ,Robert De Niro,actor
Latter Days ,Joseph Gordon-Levitt,actor
L'auberge espagnole ,Romain Duris,actor
Law Abiding Citizen ,Gerard Butler,actor
Lawrence of Arabia ,Claude Rains,actor
Laws of Attraction ,Frances Fisher,actor
Layer Cake ,Tom Hardy,actor
Le Havre ,Jean-Pierre L?aud,actor
Leap Year ,Adam Scott,actor
Leatherheads ,Robert Baker,actor
Leaving Las Vegas ,Nicolas Cage,actor
Lee Daniels' The Butler ,Alex Pettyfer,actor
Left Behind ,Nicolas Cage,actor
Left Behind ,Nicolas Cage,actor
Legal Eagles ,Brian Dennehy,actor
Legally Blonde ,Linda Cardellini,actor
"Legally Blonde 2: Red, White & Blonde ",Mary Lynn Rajskub,actor
Legend ,Tom Hardy,actor
Legend of Kung Fu Rabbit ,Jon Heder,actor
Legend of the Guardians: The Owls of Ga'Hoole ,Abbie Cornish,actor
Legends of Oz: Dorothy's Return ,Lea Michele,actor
Legends of the Fall ,Anthony Hopkins,actor
Legion ,Dennis Quaid,actor
Les couloirs du temps: Les visiteurs II ,Christian Clavier,actor
Les Mis rables ,Hugh Jackman,actor
Les visiteurs ,Christian Clavier,actor
Let Me In ,Chlo? Grace Moretz,actor
Lethal Weapon 3 ,Rene Russo,actor
Lethal Weapon 4 ,Jet Li,actor
Let's Be Cops ,Rob Riggle,actor
Let's Go to Prison ,Dylan Baker,actor
Let's Kill Ward's Wife ,Donald Faison,actor
Letters from Iwo Jima ,Yuki Matsuzaki,actor
Letters to God ,Robyn Lively,actor
Letters to Juliet ,Vanessa Redgrave,actor
Liar Liar ,Maura Tierney,actor
Licence to Kill ,Robert Davi,actor
License to Wed ,Robin Williams,actor
Lies in Plain Sight ,Rosie Perez,actor
Life             ,Adam Arkin,actor
Life as a House ,Ian Somerhalder,actor
Life During Wartime ,Rich Pecci,actor
Life of Pi ,Suraj Sharma,actor
Life or Something Like It ,Angelina Jolie Pitt,actor
Lifeforce ,Frank Finlay,actor
Light from the Darkroom ,Russell Wong,actor
Light It Up ,Rosario Dawson,actor
Light Sleeper ,Dana Delany,actor
Lights Out ,Billy Burke,actor
Like Crazy ,Jennifer Lawrence,actor
Like Mike ,Brenda Song,actor
Lilo & Stitch ,Tia Carrere,actor
Lilya 4-Ever ,Oksana Akinshina,actor
Lilyhammer             ,Steven Van Zandt,actor
Limbo ,Mary Elizabeth Mastrantonio,actor
Limitless             ,Colin Salmon,actor
Lincoln ,Joseph Gordon-Levitt,actor
Lion of the Desert ,Oliver Reed,actor
Lions for Lambs ,Meryl Streep,actor
Lisa Picard Is Famous ,Mira Sorvino,actor
Listening ,Thomas Stroppel,actor
Little Big Top ,Sid Haig,actor
Little Black Book ,Holly Hunter,actor
Little Boy ,Tom Wilkinson,actor
Little Children ,Kate Winslet,actor
Little Fockers ,Robert De Niro,actor
Little Miss Sunshine ,Steve Carell,actor
Little Nicholas ,Louise Bourgoin,actor
Little Nicky ,Adam Sandler,actor
Little Shop of Horrors ,Bill Murray,actor
Little Voice ,Jim Broadbent,actor
Little White Lies ,Fran?ois Cluzet,actor
Little Women ,Christian Bale,actor
Littleman ,Chazz Palminteri,actor
Live and Let Die ,Yaphet Kotto,actor
Live Free or Die Hard ,Bruce Willis,actor
Live-In Maid ,Norma Aleandro,actor
Living Dark: The Story of Ted the Caver ,Matthew Alan,actor
Living Out Loud ,Holly Hunter,actor
Loaded Weapon 1 ,Jon Lovitz,actor
"Lock, Stock and Two Smoking Barrels ",Jason Statham,actor
Locker 13 ,Tatyana Ali,actor
Lockout ,Joseph Gilgun,actor
Logan's Run ,Farrah Fawcett,actor
LOL ,Nora Dunn,actor
Lolita ,James Mason,actor
Lolita ,James Mason,actor
London ,Jason Statham,actor
London Has Fallen ,Gerard Butler,actor
London to Brighton ,Lorraine Stanley,actor
Lone Star ,Matthew McConaughey,actor
Lone Survivor ,Jerry Ferrara,actor
Lone Wolf McQuade ,David Carradine,actor
Lonesome Jim ,Kevin Corrigan,actor
Looney Tunes: Back in Action ,Brendan Fraser,actor
Looper ,Joseph Gordon-Levitt,actor
Loose Cannons ,Riccardo Scamarcio,actor
Lord of War ,Nicolas Cage,actor
Lords of Dogtown ,Heath Ledger,actor
Lords of London ,Ray Winstone,actor
Loser ,Andy Dick,actor
Losin' It ,Tom Cruise,actor
Lost in Space ,Gary Oldman,actor
Lost in Translation ,Scarlett Johansson,actor
Lost Souls ,Philip Baker Hall,actor
Lottery Ticket ,Brandon T. Jackson,actor
Love & Basketball ,Alfre Woodard,actor
Love & Other Drugs ,Jake Gyllenhaal,actor
Love Actually ,Colin Firth,actor
Love and Death on Long Island ,Jason Priestley,actor
Love and Other Catastrophes ,Radha Mitchell,actor
Love Happens ,Judy Greer,actor
Love in the Time of Cholera ,Marcela Mar,actor
Love in the Time of Monsters ,Kane Hodder,actor
Love Jones ,Leonard Roberts,actor
Love Letters ,Jamie Lee Curtis,actor
Love Me Tender ,James Drury,actor
Love Ranch ,Scout Taylor-Compton,actor
Love Stinks ,Ivana Milicevic,actor
Love the Coopers ,Olivia Wilde,actor
Lovely & Amazing ,Aunjanue Ellis,actor
"Lovely, Still ",Adam Scott,actor
Love's Abiding Joy ,William Morgan Sheppard,actor
Lovesick             ,Antonia Thomas,actor
Loving Annabelle ,Ilene Graff,actor
Lucky Break ,James Nesbitt,actor
Lucky Number Slevin ,Bruce Willis,actor
Lucky Number Slevin ,Bruce Willis,actor
Lucky Numbers ,Michael Rapaport,actor
Lucky You ,Robert Downey Jr.,actor
Lucy ,Scarlett Johansson,actor
Luminarias ,Cheech Marin,actor
Luther             ,Ruth Wilson,actor
M*A*S*H             ,David Ogden Stiers,actor
MacGruber ,Jasper Cole,actor
Machete ,Robert De Niro,actor
Machete Kills ,Alexa PenaVega,actor
Machine Gun McCain ,John Cassavetes,actor
Machine Gun Preacher ,Gerard Butler,actor
Mad City ,Mia Kirshner,actor
Mad Hot Ballroom ,Heather Berman,actor
Mad Max ,Hugh Keays-Byrne,actor
Mad Max 2: The Road Warrior ,Vernon Wells,actor
Mad Max Beyond Thunderdome ,Tina Turner,actor
Mad Max: Fury Road ,Tom Hardy,actor
Mad Money ,Stephen Root,actor
Madadayo ,Tatsuo Matsumura,actor
Madagascar ,Jada Pinkett Smith,actor
Madagascar 3: Europe's Most Wanted ,Jada Pinkett Smith,actor
Madagascar: Escape 2 Africa ,Bernie Mac,actor
Made ,Jon Favreau,actor
Made in Dagenham ,Bob Hoskins,actor
Made of Honor ,Busy Philipps,actor
Madea Goes to Jail ,Vanessa Ferlito,actor
Madea's Family Reunion ,Boris Kodjoe,actor
Madea's Witness Protection ,John Amos,actor
Madison ,Bruce Dern,actor
Maggie ,Joely Richardson,actor
Magic Mike ,Channing Tatum,actor
Magic Mike XXL ,Matt Bomer,actor
Magnolia ,Patton Oswalt,actor
Maid in Manhattan ,Bob Hoskins,actor
Major Dundee ,James Coburn,actor
Major League ,Corbin Bernsen,actor
Malcolm X ,Denzel Washington,actor
Maleficent ,Angelina Jolie Pitt,actor
Malevolence ,R. Brandon Johnson,actor
Malibu's Most Wanted ,Greg Grunberg,actor
Mallrats ,Ethan Suplee,actor
Malone ,Cliff Robertson,actor
Mama ,Javier Botet,actor
Mambo Italiano ,Paul Sorvino,actor
Mamma Mia! ,Colin Firth,actor
Man of Steel ,Henry Cavill,actor
Man of the House ,Christina Milian,actor
Man of the Year ,Robin Williams,actor
Man on a Ledge ,Robert Clohessy,actor
Man on Fire ,Denzel Washington,actor
Man on the Moon ,Matt Price,actor
Man on Wire ,Paul McGill,actor
Mandela: Long Walk to Freedom ,Terry Pheto,actor
Manderlay ,Bryce Dallas Howard,actor
Maniac ,America Olivo,actor
Manito ,Franky G,actor
Mao's Last Dancer ,Bruce Greenwood,actor
March of the Penguins ,Morgan Freeman,actor
March or Die ,Catherine Deneuve,actor
Marci X ,Damon Wayans,actor
Margaret ,Matt Damon,actor
Margin Call ,Kevin Spacey,actor
Maria Full of Grace ,Catalina Sandino Moreno,actor
Marie Antoinette ,Kirsten Dunst,actor
Marilyn Hotchkiss' Ballroom Dancing and Charm School ,William Hurt,actor
Marley & Me ,Eric Dane,actor
Marmaduke ,Emma Stone,actor
Married Life ,David Richmond-Peck,actor
Mars Attacks! ,Natalie Portman,actor
Mars Needs Moms ,Elisabeth Harnois,actor
Martha Marcy May Marlene ,Christopher Abbott,actor
Martian Child ,Oliver Platt,actor
Martin Lawrence Live: Runteldat ,Nancy O'Dell,actor
Marvin's Room ,Leonardo DiCaprio,actor
Mary Poppins ,Ed Wynn,actor
Mary Reilly ,Julia Roberts,actor
Masked and Anonymous ,Jeff Bridges,actor
Master and Commander: The Far Side of the World ,James D'Arcy,actor
Match Point ,Scarlett Johansson,actor
Maurice ,Rupert Graves,actor
Max ,Jay Hernandez,actor
Max Keeble's Big Move ,Noel Fisher,actor
Max Payne ,Mila Kunis,actor
Maximum Risk ,Natasha Henstridge,actor
May ,James Duval,actor
"McFarland, USA ",Morgan Saylor,actor
McHale's Navy             ,Tim Conway,actor
Me and Orson Welles ,Zoe Kazan,actor
Me and You and Everyone We Know ,Najarra Townsend,actor
Me Before You ,Sam Claflin,actor
Me You and Five Bucks ,Angela Sarafyan,actor
"Me, Myself & Irene ",Robert Forster,actor
Mean Creek ,Rory Culkin,actor
Mean Girls ,Tina Fey,actor
Mean Machine ,Jason Statham,actor
Mean Streets ,Robert De Niro,actor
Medicine Man ,Lorraine Bracco,actor
Meek's Cutoff ,Bruce Greenwood,actor
Meet Dave ,Marc Blucas,actor
Meet Joe Black ,Anthony Hopkins,actor
Meet the Browns             ,Lamman Rucker,actor
Meet the Deedles ,Paul Walker,actor
Meet the Fockers ,Robert De Niro,actor
Meet the Parents ,Robert De Niro,actor
Meet the Spartans ,Carmen Electra,actor
Megaforce ,Barry Bostwick,actor
Megamind ,J.K. Simmons,actor
Megiddo: The Omega Code 2 ,Michael Biehn,actor
Melancholia ,Alexander Skarsg?rd,actor
Memento ,Callum Rennie,actor
Memoirs of a Geisha ,Li Gong,actor
Memoirs of an Invisible Man ,Richard Epcar,actor
Men in Black ,Will Smith,actor
Men in Black 3 ,Will Smith,actor
Men in Black II ,Will Smith,actor
Men of Honor ,Robert De Niro,actor
Men of War ,Catherine Bell,actor
Men with Brooms ,Molly Parker,actor
Menace II Society ,Jada Pinkett Smith,actor
Mercury Rising ,Bruce Willis,actor
Mercury Rising ,Bruce Willis,actor
Mercy Streets ,Stacy Keach,actor
Message in a Bottle ,Robin Wright,actor
Metallica Through the Never ,James Hetfield,actor
Meteor ,Martin Landau,actor
Metropolis ,Brigitte Helm,actor
Metropolitan ,Chris Eigeman,actor
Mi America ,Michael Derek,actor
Miami Vice             ,Don Johnson,actor
Michael Clayton ,Tom Wilkinson,actor
Michael Collins ,Alan Rickman,actor
Michael Jordan to the Max ,Bill Murray,actor
Mickey Blue Eyes ,Jeanne Tripplehorn,actor
Micmacs ,Omar Sy,actor
Middle of Nowhere ,Omari Hardwick,actor
Midnight Cabaret ,Michael Des Barres,actor
Midnight Cowboy ,Brenda Vaccaro,actor
Midnight in Paris ,Kurt Fuller,actor
Midnight in the Garden of Good and Evil ,Kevin Spacey,actor
Midnight Run ,Robert De Niro,actor
Midnight Special ,Kirsten Dunst,actor
Mighty Joe Young ,Charlize Theron,actor
Milk ,James Franco,actor
Million Dollar Arm ,Jon Hamm,actor
Million Dollar Baby ,Clint Eastwood,actor
Mindhunters ,LL Cool J,actor
Minions ,Steve Carell,actor
Minority Report ,Tom Cruise,actor
Miracle ,Eddie Cahill,actor
Miracle at St. Anna ,Joseph Gordon-Levitt,actor
